"camp_lodi","camp_lut","camp_verb","lodi_lut","lodi_verb","lut.verb"
"Sinme_2920","Sinme_0815","Sinme_3114","Sinme_6386","Sinme_6359","Sinme_2226"
"Sinme_2325","Sinme_1835","Sinme_0815","Sinme_2226","Sinme_3071","Sinme_3072"
"Sinme_0467","Sinme_5881","Sinme_3033","Sinme_5867","Sinme_4097","Sinme_5895"
"Sinme_2387","Sinme_3646","Sinme_0178","Sinme_3071","Sinme_0571","Sinme_3082"
"Sinme_4417","Sinme_0390","Sinme_1845","Sinme_0571","Sinme_2325","Sinme_5653"
"Sinme_4832","Sinme_2490","Sinme_4855","Sinme_3995","Sinme_0738","Sinme_0178"
"Sinme_2387","Sinme_5878","Sinme_5881","Sinme_2920","Sinme_3524","Sinme_3523"
"Sinme_3715","Sinme_0392","Sinme_6389","Sinme_4126","Sinme_6359","Sinme_4855"
"Sinme_3081","Sinme_1926","Sinme_0390","Sinme_0467","Sinme_0738","Sinme_3033"
"Sinme_3771","Sinme_4417","Sinme_2491","Sinme_2226","Sinme_2920","Sinme_1835"
"Sinme_0201","Sinme_5764","Sinme_4417","Sinme_3072","Sinme_4126","Sinme_1845"
"Sinme_0467","Sinme_1718","Sinme_3646","Sinme_5895","Sinme_1388","Sinme_6389"
"Sinme_3114","Sinme_1718","Sinme_5874","Sinme_3082","Sinme_0467","Sinme_1926"
"Sinme_0815","Sinme_2950","Sinme_5764","Sinme_3081","Sinme_4855","Sinme_2491"
"Sinme_5761","Sinme_6387","Sinme_1718","Sinme_3523","Sinme_3081","Sinme_2490"
"Sinme_3506","Sinme_0390","Sinme_1718","Sinme_3771","Sinme_5653","Sinme_5878"
"Sinme_0344","Sinme_2950","Sinme_5871","Sinme_0467","Sinme_3771","Sinme_0392"
"Sinme_5881","Sinme_5871","Sinme_0390","Sinme_0201","Sinme_0178","Sinme_5874"
"Sinme_1611","Sinme_0187","Sinme_0187","Sinme_1611","Sinme_0201","Sinme_2950"
"Sinme_0390","Sinme_5876","Sinme_5876","Sinme_2325","Sinme_0467","Sinme_6387"
"Sinme_2325","Sinme_0187","Sinme_5616","Sinme_5761","Sinme_4855","Sinme_2950"
"Sinme_3646","Sinme_3646","Sinme_1407","Sinme_3506","Sinme_3033","Sinme_5616"
"Sinme_0391","Sinme_1407","Sinme_0187","Sinme_0344","Sinme_5761","Sinme_4834"
"Sinme_6386","Sinme_5764","Sinme_3646","Sinme_4186","Sinme_3506","Sinme_3033"
"Sinme_4417","Sinme_4834","Sinme_5764","Sinme_1926","Sinme_1845","Sinme_1388"
"Sinme_4216","Sinme_0187","Sinme_0187","Sinme_2490","Sinme_0344","Sinme_4706"
"Sinme_5765","Sinme_5873","Sinme_3033","Sinme_5878","Sinme_1611","Sinme_1388"
"Sinme_3071","Sinme_1445","Sinme_1388","Sinme_6386","Sinme_2325","Sinme_4097"
"Sinme_5764","Sinme_0202","Sinme_4097","Sinme_1835","Sinme_2491","Sinme_5870"
"Sinme_5761","Sinme_1363","Sinme_1388","Sinme_0391","Sinme_6389","Sinme_5873"
"Sinme_4186","Sinme_2950","Sinme_5870","Sinme_0392","Sinme_0391","Sinme_4259"
"Sinme_1718","Sinme_1445","Sinme_4706","Sinme_5765","Sinme_6386","Sinme_1445"
"Sinme_1718","Sinme_5764","Sinme_4259","Sinme_4216","Sinme_4186","Sinme_0202"
"Sinme_0390","Sinme_5871","Sinme_3033","Sinme_3071","Sinme_5874","Sinme_1363"
"Sinme_5871","Sinme_2950","Sinme_5864","Sinme_5761","Sinme_4216","Sinme_3033"
"Sinme_0187","Sinme_1766","Sinme_5764","Sinme_2950","Sinme_5765","Sinme_4706"
"Sinme_4126","Sinme_1766","Sinme_4706","Sinme_2950","Sinme_3071","Sinme_5864"
"Sinme_5876","Sinme_1445","Sinme_5871","Sinme_6387","Sinme_5761","Sinme_2950"
"Sinme_4216","Sinme_4301","Sinme_6389","Sinme_4126","Sinme_4126","Sinme_1445"
"Sinme_0187","Sinme_4303","Sinme_5763","Sinme_4216","Sinme_4216","Sinme_2950"
"Sinme_3646","Sinme_4303","Sinme_5763","Sinme_4834","Sinme_5616","Sinme_1766"
"Sinme_5764","Sinme_4301","Sinme_4302","Sinme_4786","Sinme_6392","Sinme_6389"
"Sinme_1407","Sinme_1445","Sinme_4302","Sinme_6392","Sinme_3033","Sinme_5763"
"Sinme_6392","Sinme_4303","Sinme_4303","Sinme_1543","Sinme_4786","Sinme_5763"
"Sinme_0187","Sinme_4301","Sinme_4303","Sinme_5877","Sinme_1388","Sinme_1766"
"Sinme_4786","Sinme_2226","Sinme_4302","Sinme_5882","Sinme_1543","Sinme_1445"
"Sinme_0391","Sinme_1718","Sinme_4097","Sinme_0391","Sinme_4706","Sinme_4302"
"Sinme_5877","Sinme_1718","Sinme_4303","Sinme_5866","Sinme_5877","Sinme_4301"
"Sinme_5882",NA,"Sinme_1718","Sinme_4186","Sinme_0391","Sinme_4302"
"Sinme_1543",NA,"Sinme_1718","Sinme_5889","Sinme_5882","Sinme_4302"
"Sinme_5866",NA,"Sinme_0814","Sinme_5873","Sinme_1388","Sinme_4301"
"Sinme_5889",NA,NA,"Sinme_1445","Sinme_4097","Sinme_4097"
"Sinme_4186",NA,NA,"Sinme_5872","Sinme_5866","Sinme_1445"
"Sinme_5872",NA,NA,"Sinme_0202","Sinme_5870","Sinme_4301"
"Sinme_5764",NA,NA,"Sinme_1363","Sinme_5889","Sinme_2226"
"Sinme_0761",NA,NA,"Sinme_0761","Sinme_4186","Sinme_0814"
"Sinme_5871",NA,NA,"Sinme_2950","Sinme_5872",NA
"Sinme_0201",NA,NA,"Sinme_1445","Sinme_4259",NA
"Sinme_4303",NA,NA,"Sinme_2950","Sinme_3033",NA
"Sinme_4303",NA,NA,"Sinme_1766","Sinme_4706",NA
"Sinme_4833",NA,NA,"Sinme_0201","Sinme_5864",NA
"Sinme_0467",NA,NA,"Sinme_1766","Sinme_0761",NA
"Sinme_4303",NA,NA,"Sinme_1445","Sinme_6389",NA
"Sinme_1718",NA,NA,"Sinme_4301","Sinme_5763",NA
"Sinme_1718",NA,NA,"Sinme_4833","Sinme_0201",NA
NA,NA,NA,"Sinme_4301","Sinme_5763",NA
NA,NA,NA,"Sinme_0467","Sinme_4302",NA
NA,NA,NA,"Sinme_1445","Sinme_4302",NA
NA,NA,NA,"Sinme_4301","Sinme_4833",NA
NA,NA,NA,"Sinme_2226","Sinme_4302",NA
NA,NA,NA,NA,"Sinme_4097",NA
NA,NA,NA,NA,"Sinme_0467",NA
NA,NA,NA,NA,"Sinme_0814",NA
