Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	NP_BIND:NAD	36	0.6253256904637832	0.020606714920441874	SMC00815, SMC02837, SM_B21163, SM_B21648, SMC02181, SMC00094, SMC00154, SMC03204, SMC01564, SMC02798, SMC02479, SMC00696, SMC02038, SMC01169, SMC02755, SMC03229, SMC01638, SM_B21010, SMC00727, SMC01717, SMC01918, SM_B21539, SMC01331, SMC00880, SMC00781, SMC01035, SMC02487, SMA0854, SMA1525, SMC00300, SMC01656, SMC00005, SMC03979, SMC01878, SMC04405, SMC00326	3694	36	4346	1.1765024363833243	0.9999999999999999	1.0	1.0
UP_SEQ_FEATURE	BINDING:Substrate	118	2.049678652075734	0.020742790866913084	SMC01429, SM_B21184, SMC00293, SMC04251, SMC04410, SMC01780, SMC01023, SMC00695, SMC01146, SMC00298, SMC02479, SMC02878, SMA2025, SMC01820, SMC01028, SMC02755, SMC01837, SM_B20268, SM_B20146, SM_B21631, SM_B20942, SMC00180, SM_B20938, SMC04262, SMC00580, SMC00461, SMC00101, SMC00068, SMC03974, SMC02245, SMC02641, SMC00069, SMC01952, SMC03856, SM_B21285, SM_B20195, SM_B20198, SM_B21166, SM_B20872, SM_B20757, SMC00152, SMC02450, SMC01800, SMC00557, SMC03160, SMC04120, SMC03793, SMC01770, SMC01099, SMC03798, SMC00683, SMC01772, SMC04405, SMC00723, SMC02838, SMA1935, SM_B20850, SM_B21304, SM_B20615, SMC03002, SMC01740, SMC01343, SMC02038, SMC01103, SMC02834, SMC00412, SMC00016, SMC01108, SMC02438, SMC02562, SMC02166, SMC03776, SMC03895, SMC04346, SMC00025, SMC00943, SMC01209, SMC01726, SM_B20270, SM_B21002, SM_B21648, SM_B21009, SMC03070, SMC02097, SMA0340, SMC03981, SMC02253, SMC00472, SMC03105, SMA0228, SMC01565, SMC01169, SMC03104, SMC00996, SMC00511, SMC00599, SMC03229, SMC01206, SMC00768, SM_B21010, SM_B20200, SM_B20202, SM_B21539, SMC00480, SMC04289, SMC00880, SMC00486, SMC00882, SMC00488, SMC03994, SMC01852, SMA0854, SMC01732, SMC03239, SMC02307, SMC01614, SMC00008, SMC03878	3694	128	4346	1.084588183540877	0.9999999999999999	1.0	1.0
GOTERM_MF_DIRECT	GO:0005524~ATP binding	414	7.191245440333508	0.04270932251260985	SMC02519, SM_B20370, SMC00339, SMC02518, SM_B21460, SM_B21223, SM_B21586, SM_B21344, SM_B21224, SM_B21466, SM_B21106, SM_B21227, SM_B20017, SM_B20018, SMC00690, SMC00453, SMC00695, SMC00334, SMC02752, SMC00577, SMC03847, SMC03965, SMA0124, SMC03966, SMA0125, SM_B20380, SM_B20141, SM_B21592, SMA1209, SM_B20266, SM_B20149, SM_B21119, SMA0110, SMC02760, SMC02764, SMC03974, SMC02763, SMC00465, SMC01435, SMC00228, SMC03828, SMC01528, SMC02739, SMC03826, SMC02858, SMC01529, SM_B20351, SM_B21201, SM_B20111, SM_B21200, SM_B20235, SM_B21566, SM_B20479, SM_B20478, SM_B21206, SMA2321, SMC00790, SMC00550, SMC01880, SMC00670, SMC01640, SMC01761, SMA0028, SMA2329, SMA2207, SMC01645, SMC02857, SMC02736, SMC02733, SMC02613, SMC02508, SMC03837, SM_B20482, SM_B20481, SMC03959, SM_B20484, SM_B20363, SM_B20002, SM_B20485, SM_B20124, SM_B21216, SM_B21578, SM_B20008, SMA1583, SMC00561, SMC01771, SMC02863, SMC02500, SMC02501, SMA1229, SMA1344, SMC02502, SMA1345, SMA1466, SMC01109, SM_B21429, SMC02790, SMC02551, SMC01461, SMC03761, SMC02793, SMC00493, SMC00495, SMC00494, SMC02433, SMC02796, SMC01103, SMC00017, SMC02438, SM_B20102, SM_B21316, SMC02562, SMC03894, SMC01350, SMC01353, SMC01352, SMC03776, SMC02567, SMA1647, SMC03895, SMC02325, SMA1646, SMC02686, SMC00025, SMC01235, SMC01114, SMC02568, SMC01209, SMA0108, SM_B20670, SM_B20673, SM_B21644, SM_B21523, SM_B21527, SMC00590, SMC03981, SMC00475, SMC00595, SMC01566, SMC00356, SMC02773, SMC03866, SMA1434, SMC01569, SMC03867, SM_B20201, SM_B20569, SM_B20328, SMC03871, SMC02782, SMC01331, SMC03991, SMC00365, SMC00488, SMC02424, SMC00366, SMC00245, SMC02423, SMA1421, SMC01215, SMA0697, SM_B20652, SM_B20649, SMC02594, SMC02474, SMC00175, SMC01025, SMC00059, SMC02358, SMC02237, SMC02478, SMC02357, SM_B20661, SM_B20785, SM_B20784, SM_B20427, SMC02480, SM_B20419, SMC04300, SMC00185, SMC02121, SMC00186, SMC04305, SMC04302, SMC02368, SMC01279, SM_B20630, SM_B20756, SM_B21605, SM_B20999, SMC02690, SM_B20507, SMC00394, SMC02695, SMC01121, SMC02577, SMC01125, SMC02337, SMA1509, SM_B20880, SM_B20763, SM_B20764, SM_B20767, SMC00161, SMC01376, SMA1864, SMC02586, SMC02587, SMC02346, SMC01499, SMC01018, SMC01138, SMC02109, SMA1741, SM_B20972, SM_B20613, SM_B20855, SM_B20612, SMC04450, SMC04451, SMC03120, SMC02152, SMC04454, SMC04213, SMC02032, SMC02153, SMC04458, SMC03007, SMC04459, SMC01189, SMC03125, SMC03126, SMC04219, SM_B20503, SM_B20745, SMC01192, SMC03135, SMC02167, SMA0508, SM_B20832, SM_B20713, SMC02491, SMC01043, SMC01042, SMC02376, SMC01045, SMC02496, SMC02499, SMA0621, SMC01288, SMA0744, SMA0745, SMA0857, SM_B20961, SM_B20962, SM_B20602, SMC00091, SMC00090, SM_B20718, SMC01173, SMC02020, SMC02142, SMC04446, SMC02027, SMC04207, SMC03119, SMA0803, SM_B20930, SMC02080, SM_B20813, SMC02073, SMC03164, SMC04011, SMC04256, SMC00909, SMC00908, SM_B20941, SM_B20940, SMC04140, SMC03172, SMC03173, SM_B20937, SMC03177, SMA0829, SMA0825, SMC01090, SMC04351, SMC04231, SMC02292, SM_B20904, SMC03025, SMC03268, SMA0815, SMC02064, SMC02068, SMC04244, SMC04002, SMC04128, SMC04005, SMC04127, SMC03159, SMC01904, SMC01905, SMC03094, SMA2067, SMC00932, SMC00825, SMC00946, SMC00948, SMC00700, SMC00912, SMC00913, SMC00917, SMC00919, SMC04282, SMC03065, SMC04393, SMC04036, SMC02099, SM_B21096, SMA2081, SMA2079, SMC03198, SMC04288, SMC00615, SM_B21184, SMC00735, SM_B21183, SMC01948, SMC01827, SMC00618, SMC01949, SMA2385, SMA0083, SMC00851, SMC00731, SMC01823, SMC02804, SM_B21199, SMA0072, SMC00862, SM_B21191, SMC00621, SMC00984, SM_B21040, SM_B20196, SMC00717, SMC04197, SMA1073, SMC02905, SMC01934, SM_B21177, SM_B22023, SMC04093, SMA1184, SMC00962, SM_B21170, SMC00659, SM_B21260, SMC02836, SMC00419, SMC03808, SM_B21146, SM_B20058, SMC01980, SMA1370, SMC01861, SMC00892, SMC00774, SMC01862, SMC00531, SMC00534, SMC03923, SMC01864, SMC02835, SMC01867, SMC01625, SMC01624, SM_B20183, SMC01758, SM_B20184, SM_B21152, SMA2331, SMA0270, SMA0391, SMC01871, SMC01510, SMC00789, SMA0036, SMC01877, SMC01756, SMC01726, SMC00515, SM_B20394, SMC01608, SM_B21124, SM_B20156, SM_B21009, SMA2365, SMA1272, SMC00993, SMC00876, SMC01965, SMC00527, SM_B20281, SMC00526, SM_B21130, SMC02829, SM_B21376, SM_B21138, SMC02940, SMC00881, SMC02703, SMC00522	3057	454	3453	1.030019929705637	1.0	1.0	1.0
UP_KW_LIGAND	KW-0460~Magnesium	149	2.588153552197325	0.04279720308028167	SM_B21184, SMC00339, SMC00618, SM_B21586, SM_B20772, SM_B20650, SMC03163, SM_B20649, SMC01261, SMC01780, SMC02594, SMC00453, SMC00695, SMC01146, SMC01025, SMC03967, SMC01028, SMC00459, SMC01715, SMC00900, SMC00988, SMA1209, SMC02480, SM_B20938, SMC03173, SMC00580, SMC00462, SMC00461, SMC00860, SMC03974, SMC01431, SMC00741, SMC02368, SMC02763, SMC03978, SMC01435, SMC01952, SMC00621, SMC01316, SMA0708, SM_B20198, SMC00719, SM_B21324, SM_B20756, SMC02695, SMC00151, SMC00393, SMC01881, SMC01124, SMA0028, SMC01521, SMC00399, SMC01004, SMC02613, SMC02903, SM_B20362, SM_B21578, SMC04095, SMC04093, SMC02581, SMC04121, SMA1188, SMC01494, SMC01373, SMC04881, SMC02342, SMC03793, SMA1227, SMC04008, SMC04005, SMC00324, SMC00687, SMC04405, SMC00965, SMC01932, SMC02987, SMC01109, SMC03925, SMC02715, SMC00419, SMC03094, SMC04213, SMC02797, SMC01861, SMC00774, SMC01863, SMC03884, SMC01103, SMC00534, SMC02437, SMC00018, SMC00945, SMC00948, SMC02162, SM_B20618, SMA2331, SMC02165, SMC00261, SMC02560, SMC00143, SMA0150, SMC01871, SMC04346, SMC02686, SMC03775, SMC00025, SMC01878, SM_B20150, SMC01209, SMC00637, SM_B20393, SM_B20159, SMC04282, SMC02097, SMC01161, SMC02654, SMC00595, SMC00232, SMC02652, SMC00235, SMC01049, SMC00993, SMC01722, SM_B21081, SMA0981, SMC01567, SMC00238, SMC00768, SM_B21651, SM_B20200, SM_B21530, SM_B20202, SMC00480, SMC04042, SMC02782, SMC04045, SMC00365, SMC00488, SMC03994, SMC01852, SMC02148, SMC00366, SMC01336, SMC01215, SMA0453, SMC00643, SMC03239, SMC00008, SMC02789	913	154	985	1.0438329468997596	0.8017804523275142	0.7917482569852109	0.7917482569852109
GOTERM_MF_DIRECT	GO:0050660~flavin adenine dinucleotide binding	40	0.694806322737537	0.04594513706889583	SMC00977, SMC00914, SMA1935, SM_B21121, SM_B20496, SM_B20993, SM_B20753, SMC00093, SMC01041, SMC02053, SMA0340, SMC00154, SMC03204, SMA1414, SMC02798, SMC00697, SMA2025, SM_B21181, SMC01717, SMC01639, SMC00728, SM_B20984, SMC04390, SM_B20616, SMC00240, SMA2073, SMC01990, SMC03116, SMC01035, SMC02487, SMC01431, SMC02465, SMC01112, SMC04149, SMC00300, SMC01359, SMC00943, SMA1389, SMA1400, SMC02229	3057	40	3453	1.1295387634936211	1.0	1.0	1.0
UP_SEQ_FEATURE	BINDING:NAD	30	0.5211047420531527	0.04715257313745656	SMC00815, SMC02837, SM_B21163, SMA1935, SMA0340, SMC00094, SMC03204, SMC01564, SMC02479, SMC00696, SMC02038, SMA0228, SMC01169, SMC02755, SMC03229, SMC00727, SM_B21539, SMC01331, SMC00781, SMC01035, SMC02487, SMC02641, SMC00169, SMC01656, SMC00005, SMC03979, SMC01878, SMC00943, SMC02307, SMC00326	3694	30	4346	1.1765024363833243	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	31	0.5384749001215912	0.057488387894921875	SMC04351, SMC02250, SMC01282, SMC01780, SMC01123, SMA2329, SMC02795, SMC00575, SMC00703, SMC03958, SM_B21175, SMC02506, SM_B21174, SMC02507, SM_B20418, SMC03096, SMA2331, SMC01274, SMC02066, SMC02143, SMC02065, SMC04243, SMC02681, SMC02067, SMC01872, SMC03853, SMA1644, SMC02545, SMA0678, SMA2333, SMC02986	1699	31	1971	1.1600941730429666	0.9874911752129454	1.0	1.0
UP_KW_LIGAND	KW-0067~ATP-binding	228	3.9603960396039604	0.06562139180571626	SMC00339, SM_B21223, SM_B21466, SM_B21227, SMC02080, SM_B20018, SMC02073, SMC04011, SMC00690, SMC00695, SMC00453, SMC00334, SMC00577, SMC03847, SMC03965, SMA0124, SMC03966, SM_B20380, SMA1209, SMC00909, SM_B20149, SM_B20940, SM_B21119, SMC03172, SMC03173, SMC02760, SMC03177, SMC02764, SMC00465, SMC02763, SMC01435, SMC00228, SMC03826, SMA0829, SMA0825, SM_B21201, SM_B21200, SM_B21566, SMC01090, SMC04351, SMC02292, SMA2321, SMC03025, SMC01880, SMC02059, SMC01640, SMA0028, SMA2329, SMC02857, SMC02736, SMC02733, SMC02613, SM_B20482, SM_B20363, SMA0815, SM_B21578, SMC02064, SMA1583, SMC00561, SMC01771, SMC04244, SMC02863, SMC04128, SMC02501, SMC04005, SMA1229, SMC03159, SMA1344, SMC01535, SMA1466, SMC01109, SMC01904, SM_B20451, SMC01905, SMC03094, SMC02790, SMA2067, SMC00493, SMC02551, SMC01461, SMC00495, SMC02433, SMC01103, SMC00017, SMC00825, SMC00948, SM_B20102, SMC02562, SMC01350, SMC01353, SMC01352, SMC03776, SMC02567, SMC03895, SMC02325, SMC02686, SMC01235, SMC00025, SMC01114, SMC02568, SMC01209, SMC00913, SM_B20670, SMC00917, SMC00919, SM_B21523, SMC04282, SM_B21527, SMC03065, SMC00590, SMC03981, SMC02099, SMC00475, SMC00595, SMC01566, SMA1434, SMC01569, SMC03867, SM_B20201, SMC03871, SMC01331, SMC03198, SMC00365, SMC00488, SMC05018, SMC00366, SMC01215, SMA0697, SMC00615, SM_B21184, SMC00735, SM_B21183, SMC01827, SM_B20649, SMC02594, SMC01025, SMC00059, SMC02237, SMC00851, SMC02478, SMC00731, SMC02804, SMC02480, SM_B20419, SMC04305, SMC00862, SMC04302, SMC02368, SMC00621, SM_B20196, SM_B20630, SMC02690, SM_B20507, SMC00394, SMA1073, SMC01121, SMC02577, SMC01125, SMC02337, SMC02905, SMC01934, SM_B20880, SM_B21177, SM_B20767, SMC04093, SMC01376, SMC02586, SMC01018, SMC01138, SMC02109, SM_B21170, SMC00659, SMC00419, SMC03808, SM_B20855, SM_B20613, SM_B20612, SMC02152, SMC04213, SMC01861, SMC04458, SMC00892, SMC03007, SMC01189, SMC00774, SMC01862, SMC00534, SMC03923, SMC01864, SMC02835, SMC01867, SMC01758, SM_B20503, SM_B20745, SMC01192, SMA2331, SMC00420, SMC01871, SMC01510, SMC01756, SMC01726, SM_B20394, SM_B21009, SM_B20713, SMC01043, SMC01042, SMC02376, SMC01045, SMA0621, SMC02499, SMC01288, SMA0744, SMC00993, SMC00527, SMC00526, SM_B21130, SMA0857, SM_B20961, SM_B20962, SM_B20602, SMC00091, SMC00090, SMC01173, SMC02142, SMC02940, SMC00881, SMC04446, SMC00522	913	239	985	1.0292062124496464	0.9188391060581678	0.8093304989371672	0.8093304989371672
UP_KW_CELLULAR_COMPONENT	KW-0282~Flagellum	37	0.6426958485322216	0.06830853402017889	SMC03071, SMC03050, SMC03020, SMC03042, SMC03021, SMC03040, SMC03024, SMC03047, SMC03025, SMC03022, SMC03028, SMC03029, SMC03048, SMC03026, SMC03049, SMC03027, SMC00655, SMC03053, SMC03054, SMC03032, SMC03051, SMC03052, SMC03030, SMC03035, SMC03993, SMC03014, SMC03036, SMC03055, SMC03033, SMC03034, SMC03039, SMC03018, SMC03037, SMC01213, SMC03016, SMC03038, SMC03019	1514	38	1771	1.1389661405826323	0.7201675241555765	0.245910722472644	0.245910722472644
UP_KW_CELLULAR_COMPONENT	KW-0969~Cilium	37	0.6426958485322216	0.06830853402017889	SMC03071, SMC03050, SMC03020, SMC03042, SMC03021, SMC03040, SMC03024, SMC03047, SMC03025, SMC03022, SMC03028, SMC03029, SMC03048, SMC03026, SMC03049, SMC03027, SMC00655, SMC03053, SMC03054, SMC03032, SMC03051, SMC03052, SMC03030, SMC03035, SMC03993, SMC03014, SMC03036, SMC03055, SMC03033, SMC03034, SMC03039, SMC03018, SMC03037, SMC01213, SMC03016, SMC03038, SMC03019	1514	38	1771	1.1389661405826323	0.7201675241555765	0.245910722472644	0.245910722472644
UP_KW_CELLULAR_COMPONENT	KW-0966~Cell projection	37	0.6426958485322216	0.06830853402017889	SMC03071, SMC03050, SMC03020, SMC03042, SMC03021, SMC03040, SMC03024, SMC03047, SMC03025, SMC03022, SMC03028, SMC03029, SMC03048, SMC03026, SMC03049, SMC03027, SMC00655, SMC03053, SMC03054, SMC03032, SMC03051, SMC03052, SMC03030, SMC03035, SMC03993, SMC03014, SMC03036, SMC03055, SMC03033, SMC03034, SMC03039, SMC03018, SMC03037, SMC01213, SMC03016, SMC03038, SMC03019	1514	38	1771	1.1389661405826323	0.7201675241555765	0.245910722472644	0.245910722472644
GOTERM_MF_DIRECT	GO:0019843~rRNA binding	36	0.6253256904637832	0.06891219230954193	SMC01308, SMC01307, SMC01309, SMC01290, SMC04454, SMC02310, SMC03242, SMC01287, SMC01286, SMC01300, SMC02652, SMC01302, SMC01304, SMC01303, SMC01306, SMC01305, SMC01292, SMC01294, SMC01293, SMC01296, SMC01152, SMC01295, SMC01298, SMC03990, SMC03770, SMC01297, SMC03831, SMC00364, SMC00485, SMC01299, SMC00565, SMC00323, SMC01313, SMC00567, SMC01336, SMC00568	3057	36	3453	1.1295387634936211	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0000287~magnesium ion binding	69	1.1985409067222512	0.07031940120610011	SM_B21184, SM_B20095, SMC02715, SMC03925, SMC03163, SMC01780, SMC04455, SMC00695, SMC01861, SMC00453, SMC00534, SMC03967, SMC01028, SMC00018, SMC00945, SMC00900, SMA1846, SMC02480, SMA2211, SM_B20938, SMC03173, SMA2331, SMC02165, SMC00580, SMC00461, SMC01431, SMC04346, SMC02368, SMC03775, SMC02686, SMC01952, SMC01316, SMC00637, SM_B20393, SM_B20198, SMC02097, SMC00393, SMC01166, SMC02654, SMC00232, SMA0028, SMC00235, SMC01521, SMC01004, SMA0981, SMC04119, SM_B21651, SM_B20681, SM_B21530, SM_B20202, SMC04121, SMC00480, SMC01373, SMC02263, SMC04881, SMC00365, SMC00488, SMC04005, SMC00366, SMC00324, SMC00687, SMC01336, SMA0453, SMC00643, SMC04405, SMC03239, SMC00008, SMC01932, SMC02987	3057	72	3453	1.0824746483480536	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0000166~nucleotide binding	46	0.7990272711481675	0.08003492615930809	SMC01429, SMC00815, SM_B20013, SM_B20353, SMC00719, SM_B21148, SM_B20899, SMC02181, SM_B21109, SMC04253, SMC03161, SMC00372, SMC02870, SMC01163, SMC04133, SMC04018, SMC04139, SMC01146, SMC00375, SMC02179, SMC00696, SMC04138, SMA0228, SMC01169, SMC02912, SMC00947, SM_B21597, SM_B21355, SM_B21539, SMC02481, SMC02063, SMC01571, SMC04400, SMC00781, SMC02122, SMC00166, SMC01214, SMC00622, SMC01656, SMC00588, SMC02846, SMC02469, SMC01237, SMC04449, SMC03812, SMA2313	3057	47	3453	1.1055060238448209	1.0	1.0	1.0
UP_KW_LIGAND	KW-0520~NAD	102	1.771756122980719	0.09105413599804232	SM_B20772, SM_B20899, SMA1296, SM_B20649, SMC03204, SMC02479, SMC00696, SMC02755, SMC01717, SM_B20146, SM_B20942, SMC01270, SMC02640, SMC00580, SMC02487, SMC01035, SMC02641, SMC03979, SMC01924, SMC01923, SM_B21163, SMC01927, SMA1516, SMA1519, SM_B20751, SMC02181, SMC02053, SMC00154, SMC01920, SMA1871, SMC01921, SM_B21051, SMC00727, SMC02903, SM_B21570, SMA1191, SMC00161, SMC01012, SMC00166, SMC00169, SMC03950, SMC01656, SMC02227, SMC04405, SMC00326, SMC00815, SMC02837, SMA1935, SM_B20459, SMC00093, SMC00094, SMA1535, SMC02798, SMC02038, SMA1531, SM_B20170, SMA1533, SMA1532, SMC01913, SMC01638, SMC03938, SMC01912, SMC03939, SMC01915, SMC01914, SMC00946, SMC01917, SMC01918, SMA1529, SMC00781, SMC01992, SMA1523, SMA1526, SMC00300, SMA1525, SMC01878, SMC00943, SMC01329, SM_B20433, SM_B21643, SM_B21648, SMA0340, SMC02252, SMC01564, SMC01046, SMA0228, SMC01169, SMC01843, SMC03229, SM_B21010, SM_B21539, SMC04444, SMC01053, SMC01331, SMC00880, SMC00761, SMA1545, SMA0854, SMC00641, SMC00005, SMC02307, SMA1544	913	105	985	1.0480363010483493	0.9707647603162591	0.8422507579818915	0.8422507579818915
UP_SEQ_FEATURE	DOMAIN:ABC transporter	171	2.9702970297029703	0.09173560329203642	SMC02519, SM_B20370, SMC01948, SM_B21460, SMC02518, SMC01949, SMA0803, SM_B21344, SM_B21466, SM_B21106, SM_B20930, SM_B20017, SM_B20813, SMA2385, SMC04256, SMA0083, SMC02474, SMC00175, SMC02358, SMC02357, SMC03847, SMC01823, SM_B20380, SM_B20141, SM_B21592, SM_B21199, SM_B20266, SM_B20661, SM_B20785, SM_B20784, SM_B20941, SM_B20427, SM_B20419, SMC04140, SMA0110, SM_B20937, SMC04300, SMC00185, SMC02121, SMA0072, SMC00186, SM_B21191, SMC03828, SMC01528, SMC02739, SM_B21040, SMC01529, SMC00717, SM_B20351, SM_B20111, SM_B20235, SM_B20630, SM_B20479, SM_B20478, SM_B21605, SM_B21206, SM_B20507, SMC04351, SM_B20904, SMC00790, SMC00550, SMC00670, SMC03268, SMA2207, SMC01645, SMC02337, SMC02508, SMA1509, SMC03837, SM_B21177, SM_B20363, SM_B20002, SM_B20485, SM_B20763, SM_B20124, SM_B21216, SM_B20764, SMC02068, SMA1184, SMC04244, SMC01376, SMA1864, SMC02346, SMC03159, SMC01499, SMC02587, SMC04127, SMA1344, SMC00962, SMC01138, SMA1741, SMA1345, SMA1466, SM_B21260, SMC02836, SM_B21146, SM_B20972, SM_B20058, SM_B20855, SM_B21429, SMC03120, SMA2067, SMC04454, SMC02032, SMC01980, SMA1370, SMC03125, SMC00531, SMC03126, SMC01625, SMC04219, SMC01624, SM_B20183, SM_B20184, SM_B21152, SM_B20503, SM_B21316, SMC03894, SMC03135, SMA0270, SMA0391, SMA1647, SMC02325, SMA1646, SMC01235, SMC01510, SMC00789, SMA0036, SMA0508, SMA0108, SMC01608, SM_B20156, SM_B20673, SM_B21644, SM_B20832, SM_B21527, SM_B20713, SMC03065, SMC04393, SMC00590, SMA2365, SMC04036, SMC02773, SMC03866, SMA1434, SMC01965, SM_B21096, SM_B20281, SM_B21130, SMC02829, SM_B21376, SM_B21138, SMA2081, SM_B20602, SM_B20569, SM_B20328, SMA2079, SMC02020, SM_B20718, SMC03871, SMC02142, SMC03198, SMC03991, SMC04288, SMC02424, SMC02027, SMC02423, SMC00245, SMA1421, SMC04207, SMC03119	3694	192	4346	1.0478224824038982	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0009399~nitrogen fixation	38	0.6600660066006601	0.09891612893419569	SMA0827, SMA0829, SMA0825, SMA1210, SMC01043, SMA1391, SMC02352, SMC01042, SMC01124, SMA0822, SMA1211, SMC02613, SMA0816, SMA0817, SMC00947, SMC00729, SMA1209, SMC00948, SMC00728, SMA1208, SMA0834, SMA0814, SMA0815, SM_B20745, SMC01594, SMA1227, SMA0831, SMA0830, SMC01973, SMA1229, SMA0810, SMC00762, SMA0811, SMA1223, SMC01139, SMA0873, SMA1225, SMA1389	1819	38	2016	1.1083012644310062	1.0	1.0	1.0
