sample,id_gene,camp_lodi,camp_lut,camp_verb,lodi_lut,lodi_verb,lut_verb
1069,SinmeB_5815,,,,,,
1070,SinmeB_5816,,,,,,
1071,SinmeB_5819,,,,,,
1072,SinmeB_5835,,,,,,
1073,SinmeB_5836,,,,,,
1074,SinmeB_5865,,,,,,
1075,SinmeB_5879,,,,,,
1076,SinmeB_5880,,,,,,
1077,SinmeB_5898,,,,,,
1078,SinmeB_5911,,,,,,
1079,SinmeB_5930,,,,,,
1080,SinmeB_5931,,,,,,
1081,SinmeB_5932,,,,,,
1082,SinmeB_5933,,,,,,
1083,SinmeB_5934,,,,,,
1084,SinmeB_5935,,,,,,
1085,SinmeB_5936,,,,,,
1086,SinmeB_5958,,,,,,
1087,SinmeB_5962,,,,,,
1088,SinmeB_5991,,,,,,
1089,SinmeB_6118,,,,,,
1090,SinmeB_6144,,,,,,
1091,SinmeB_6173,,,,,,
1092,SinmeB_6176,,,,,,
1093,SinmeB_6177,,,,,,
1094,SinmeB_6178,,,,,,
1095,SinmeB_6179,,,,,,
1096,SinmeB_6196,,,,,,
1097,SinmeB_6197,,,,,,
1098,SinmeB_6208,,,,,,
1099,SinmeB_6209,,,,,,
1100,SinmeB_6237,,,,,,
1101,SinmeB_6256,,,,,,
1102,SinmeB_6266,,,,,,
1103,SinmeB_6268,,,,,,
1104,SinmeB_6269,,,,,,
1105,SinmeB_6270,,,,,,
1106,SinmeB_6271,,,,,,
1107,SinmeB_6292,,,,,,
1108,SinmeB_6301,,,,,,
1109,SinmeB_6335,,,,,,
1110,SinmeB_6336,,,,,,
1111,SinmeB_6344,,,,,,
1112,SinmeB_6345,,,,,,
1113,SinmeB_6348,,,,,,
1114,SinmeB_6354,,,,,,
1115,SinmeB_6355,,,,,,
1116,SinmeB_6358,,,,,,
1117,SinmeB_6359,,,,,,
1118,SinmeB_6376,,,,,,
1119,SinmeB_6379,,,,,,
1120,SinmeB_6396,,,,,,
1121,SinmeB_6419,,,,,,
1122,SinmeB_6420,,,,,,
1123,SinmeB_6430,,,,,,
1124,SinmeB_6439,,,,,,
1125,SinmeB_6475,,,,,,
1126,SinmeB_6498,,,,,,
1127,SinmeB_6531,,,,,,
1128,SinmeB_6532,,,,,,
1129,SinmeB_6564,,,,,,
1130,SinmeB_6565,,,,,,
1131,SinmeB_6588,,,,,,
1132,SinmeB_6595,,,,,,
1133,SinmeB_6597,,,,,,
1134,SinmeB_6598,,,,,,
1135,SinmeB_6599,,,,,,
1136,SinmeB_6600,,,,,,
1137,SinmeB_6601,,,,,,
1138,SinmeB_6602,,,,,,
1139,SinmeB_6603,,,,,,
1140,SinmeB_6604,,,,,,
1141,SinmeB_6607,,,,,,
1142,SinmeB_6611,,,,,,
1143,SinmeB_6612,,,,,,
1144,SinmeB_6613,,,,,,
1145,SinmeB_6614,,,,,,
1146,SinmeB_6616,,,,,,
1147,SinmeB_6621,,,,,,
1148,SinmeB_6622,,,,,,
1149,SinmeB_6625,,,,,,
1150,SinmeB_6660,,,,,,
1151,SinmeB_6662,,,,,,
1152,SinmeB_6666,,,,,,
1153,SinmeB_6669,,,,,,
1154,SinmeB_6670,,,,,,
1155,SinmeB_6672,,,,,,
1156,SinmeB_6673,,,,,,
1157,SinmeB_6674,,,,,,
1158,SinmeB_6705,,,,,,
1159,SinmeB_6706,,,,,,
1160,SinmeB_1263,,,,,,
1161,SinmeB_1324,,,,,,
1162,SinmeB_1328,,,,,,
1163,SinmeB_1431,,,,,,
1164,SinmeB_1668,,,,,,
1165,SinmeB_1672,,,,,,
1166,SinmeB_1674,,,,,,
1167,SinmeB_1677,,,,,,
1168,SinmeB_1678,,,,,,
1169,SinmeB_1682,,,,,,
1170,SinmeB_1683,,,,,,
1171,SinmeB_1685,,,,,,
1172,SinmeB_1686,,,,,,
1173,SinmeB_1687,,,,,,
1174,SinmeB_1688,,,,,,
1175,SinmeB_1689,,,,,,
1176,SinmeB_1690,,,,,,
1177,SinmeB_1691,,,,,,
1178,SinmeB_1693,,,,,,
1179,SinmeB_1694,,,,,,
1180,SinmeB_1699,,,,,,
1181,SinmeB_1703,,,,,,
1182,SinmeB_1784,,,,,,
1183,SinmeB_2023,,,,,,
1184,SinmeB_2024,,,,,,
1185,SinmeB_2088,,,,,,
1186,SinmeB_2089,,,,,,
1187,SinmeB_2090,,,,,,
1188,SinmeB_2092,,,,,,
1189,SinmeB_2161,,,,,,
1190,SinmeB_2274,,,,,,
1191,SinmeB_2275,,,,,,
1192,SinmeB_2279,,,,,,
1193,SinmeB_2280,,,,,,
1194,SinmeB_2281,,,,,,
1195,SinmeB_2402,,,,,,
1196,SinmeB_2403,,,,,,
1197,SinmeB_2405,,,,,,
1198,SinmeB_2406,,,,,,
1199,SinmeB_2407,,,,,,
1200,SinmeB_2808,,,,,,
1201,SinmeB_2883,,,,,,
1202,SinmeB_3145,,,,,,
1203,SinmeB_3430,,,,,,
1204,SinmeB_3945,,,,,,
1205,SinmeB_3947,,,,,,
1206,SinmeB_3948,,,,,,
1207,SinmeB_3949,,,,,,
1208,SinmeB_4641,,,,,,
1209,SinmeB_4647,,,,,,
1210,SinmeB_4750,,,,,,
1211,SinmeB_4751,,,,,,
1212,SinmeB_4752,,,,,,
1213,SinmeB_4753,,,,,,
1214,SinmeB_4754,,,,,,
1215,SinmeB_4840,,,,,,
1216,SinmeB_4846,,,,,,
1217,SinmeB_4847,,,,,,
1218,SinmeB_5564,,,,,,
1219,SinmeB_5639,,,,,,
1220,SinmeB_5640,,,,,,
1221,SinmeB_5641,,,,,,
1222,SinmeB_5642,,,,,,
1223,SinmeB_5643,,,,,,
1224,SinmeB_5644,,,,,,
1225,SinmeB_5645,,,,,,
1226,SinmeB_5646,,,,,,
1227,SinmeB_5647,,,,,,
1228,SinmeB_5648,,,,,,
1229,SinmeB_5649,,,,,,
1230,SinmeB_5650,,,,,,
1231,SinmeB_5652,,,,,,
1232,SinmeB_5653,,,,,,
1233,SinmeB_5987,,,,,,
1234,SinmeB_6024,,,,,,
1235,SinmeB_6170,,,,,,
1236,SinmeB_0105,,,,,,
1237,SinmeB_0154,,,,,,
1238,SinmeB_0163,,,,,,
1239,SinmeB_0211,,,,,,
1240,SinmeB_0278,,,,,,
1241,SinmeB_0279,,,,,,
1242,SinmeB_0376,,,,,,
1243,SinmeB_0439,,,,,,
1244,SinmeB_0445,,,,,,
1245,SinmeB_0454,,,,,,
1246,SinmeB_0461,,,,,,
1247,SinmeB_0584,,,,,,
1248,SinmeB_0701,,,,,,
1249,SinmeB_0715,,,,,,
1250,SinmeB_0852,,,,,,
1251,SinmeB_0860,,,,,,
1252,SinmeB_0861,,,,,,
1253,SinmeB_0967,,,,,,
1254,SinmeB_0979,,,,,,
1255,SinmeB_0980,,,,,,
1256,SinmeB_1289,,,,,,
1257,SinmeB_1367,,,,,,
1258,SinmeB_1385,,,,,,
1259,SinmeB_1459,,,,,,
1260,SinmeB_1593,,,,,,
1261,SinmeB_1727,,,,,,
1262,SinmeB_1762,,,,,,
1263,SinmeB_1763,,,,,,
1264,SinmeB_1764,,,,,,
1265,SinmeB_1765,,,,,,
1266,SinmeB_1766,,,,,,
1267,SinmeB_1767,,,,,,
1268,SinmeB_1784,,,,,,
1269,SinmeB_1808,,,,,,
1270,SinmeB_1867,,,,,,
1271,SinmeB_1882,,,,,,
1272,SinmeB_1971,,,,,,
1273,SinmeB_2011,,,,,,
1274,SinmeB_2023,,,,,,
1275,SinmeB_2024,,,,,,
1276,SinmeB_2034,,,,,,
1277,SinmeB_2088,,,,,,
1278,SinmeB_2089,,,,,,
1279,SinmeB_2125,,,,,,
1280,SinmeB_2148,,,,,,
1281,SinmeB_2163,,,,,,
1282,SinmeB_2169,,,,,,
1283,SinmeB_2178,,,,,,
1284,SinmeB_2274,,,,,,
1285,SinmeB_2275,,,,,,
1286,SinmeB_2279,,,,,,
1287,SinmeB_2280,,,,,,
1288,SinmeB_2281,,,,,,
1289,SinmeB_2374,,,,,,
1290,SinmeB_2380,,,,,,
1291,SinmeB_2402,,,,,,
1292,SinmeB_2403,,,,,,
1293,SinmeB_2405,,,,,,
1294,SinmeB_2406,,,,,,
1295,SinmeB_2449,,,,,,
1296,SinmeB_2563,,,,,,
1297,SinmeB_2564,,,,,,
1298,SinmeB_2652,,,,,,
1299,SinmeB_2704,,,,,,
1300,SinmeB_2762,,,,,,
1301,SinmeB_2763,,,,,,
1302,SinmeB_2772,,,,,,
1303,SinmeB_2785,,,,,,
1304,SinmeB_2786,,,,,,
1305,SinmeB_2808,,,,,,
1306,SinmeB_2859,,,,,,
1307,SinmeB_2947,,,,,,
1308,SinmeB_2991,,,,,,
1309,SinmeB_3079,,,,,,
1310,SinmeB_3230,,,,,,
1311,SinmeB_3247,,,,,,
1312,SinmeB_3248,,,,,,
1313,SinmeB_3254,,,,,,
1314,SinmeB_3255,,,,,,
1315,SinmeB_3256,,,,,,
1316,SinmeB_3423,,,,,,
1317,SinmeB_3430,,,,,,
1318,SinmeB_3497,,,,,,
1319,SinmeB_3617,,,,,,
1320,SinmeB_3665,,,,,,
1321,SinmeB_3713,,,,,,
1322,SinmeB_3745,,,,,,
1323,SinmeB_3746,,,,,,
1324,SinmeB_3791,,,,,,
1325,SinmeB_3792,,,,,,
1326,SinmeB_3793,,,,,,
1327,SinmeB_3865,,,,,,
1328,SinmeB_3868,,,,,,
1329,SinmeB_3945,,,,,,
1330,SinmeB_4189,,,,,,
1331,SinmeB_4190,,,,,,
1332,SinmeB_4341,,,,,,
1333,SinmeB_4637,,,,,,
1334,SinmeB_4641,,,,,,
1335,SinmeB_4646,,,,,,
1336,SinmeB_4647,,,,,,
1337,SinmeB_4750,,,,,,
1338,SinmeB_4751,,,,,,
1339,SinmeB_4752,,,,,,
1340,SinmeB_4753,,,,,,
1341,SinmeB_4754,,,,,,
1342,SinmeB_4794,,,,,,
1343,SinmeB_4795,,,,,,
1344,SinmeB_4796,,,,,,
1345,SinmeB_4813,,,,,,
1346,SinmeB_4836,,,,,,
1347,SinmeB_4839,,,,,,
1348,SinmeB_4840,,,,,,
1349,SinmeB_4846,,,,,,
1350,SinmeB_4847,,,,,,
1351,SinmeB_4904,,,,,,
1352,SinmeB_4941,,,,,,
1353,SinmeB_5050,,,,,,
1354,SinmeB_5244,,,,,,
1355,SinmeB_5280,,,,,,
1356,SinmeB_5425,,,,,,
1357,SinmeB_5564,,,,,,
1358,SinmeB_5639,,,,,,
1359,SinmeB_5641,,,,,,
1360,SinmeB_5642,,,,,,
1361,SinmeB_5643,,,,,,
1362,SinmeB_5644,,,,,,
1363,SinmeB_5645,,,,,,
1364,SinmeB_5646,,,,,,
1365,SinmeB_5647,,,,,,
1366,SinmeB_5648,,,,,,
1367,SinmeB_5649,,,,,,
1368,SinmeB_5650,,,,,,
1369,SinmeB_5652,,,,,,
1370,SinmeB_5653,,,,,,
1371,SinmeB_5911,,,,,,
1372,SinmeB_5986,,,,,,
1373,SinmeB_5987,,,,,,
1374,SinmeB_5988,,,,,,
1375,SinmeB_5993,,,,,,
1376,SinmeB_6024,,,,,,
1377,SinmeB_6048,,,,,,
1378,SinmeB_6170,,,,,,
1379,SinmeB_6171,,,,,,
1380,SinmeB_6301,,,,,,
1381,SinmeB_6341,,,,,,
1382,SinmeB_6355,,,,,,
1383,SinmeB_6358,,,,,,
1384,SinmeB_6379,,,,,,
1385,SinmeB_0017,,,,,,
1386,SinmeB_0026,,,,,,
1387,SinmeB_0041,,,,,,
1388,SinmeB_0044,,,,,,
1389,SinmeB_0046,,,,,,
1390,SinmeB_0047,,,,,,
1391,SinmeB_0075,,,,,,
1392,SinmeB_0080,,,,,,
1393,SinmeB_0104,,,,,,
1394,SinmeB_0146,,,,,,
1395,SinmeB_0154,,,,,,
1396,SinmeB_0166,,,,,,
1397,SinmeB_0212,,,,,,
1398,SinmeB_0235,,,,,,
1399,SinmeB_0277,,,,,,
1400,SinmeB_0279,,,,,,
1401,SinmeB_0285,,,,,,
1402,SinmeB_0286,,,,,,
1403,SinmeB_0329,,,,,,
1404,SinmeB_0337,,,,,,
1405,SinmeB_0349,,,,,,
1406,SinmeB_0350,,,,,,
1407,SinmeB_0352,,,,,,
1408,SinmeB_0354,,,,,,
1409,SinmeB_0355,,,,,,
1410,SinmeB_0356,,,,,,
1411,SinmeB_0373,,,,,,
1412,SinmeB_0378,,,,,,
1413,SinmeB_0380,,,,,,
1414,SinmeB_0398,,,,,,
1415,SinmeB_0399,,,,,,
1416,SinmeB_0404,,,,,,
1417,SinmeB_0405,,,,,,
1418,SinmeB_0406,,,,,,
1419,SinmeB_0420,,,,,,
1420,SinmeB_0433,,,,,,
1421,SinmeB_0436,,,,,,
1422,SinmeB_0437,,,,,,
1423,SinmeB_0438,,,,,,
1424,SinmeB_0439,,,,,,
1425,SinmeB_0442,,,,,,
1426,SinmeB_0445,,,,,,
1427,SinmeB_0454,,,,,,
1428,SinmeB_0461,,,,,,
1429,SinmeB_0487,,,,,,
1430,SinmeB_0496,,,,,,
1431,SinmeB_0547,,,,,,
1432,SinmeB_0548,,,,,,
1433,SinmeB_0556,,,,,,
1434,SinmeB_0557,,,,,,
1435,SinmeB_0558,,,,,,
1436,SinmeB_0572,,,,,,
1437,SinmeB_0579,,,,,,
1438,SinmeB_0584,,,,,,
1439,SinmeB_0590,,,,,,
1440,SinmeB_0591,,,,,,
1441,SinmeB_0602,,,,,,
1442,SinmeB_0613,,,,,,
1443,SinmeB_0620,,,,,,
1444,SinmeB_0636,,,,,,
1445,SinmeB_0642,,,,,,
1446,SinmeB_0643,,,,,,
1447,SinmeB_0648,,,,,,
1448,SinmeB_0652,,,,,,
1449,SinmeB_0660,,,,,,
1450,SinmeB_0669,,,,,,
1451,SinmeB_0690,,,,,,
1452,SinmeB_0701,,,,,,
1453,SinmeB_0709,,,,,,
1454,SinmeB_0710,,,,,,
1455,SinmeB_0717,,,,,,
1456,SinmeB_0718,,,,,,
1457,SinmeB_0725,,,,,,
1458,SinmeB_0726,,,,,,
1459,SinmeB_0727,,,,,,
1460,SinmeB_0728,,,,,,
1461,SinmeB_0729,,,,,,
1462,SinmeB_0733,,,,,,
1463,SinmeB_0741,,,,,,
1464,SinmeB_0759,,,,,,
1465,SinmeB_0786,,,,,,
1466,SinmeB_0804,,,,,,
1467,SinmeB_0806,,,,,,
1468,SinmeB_0807,,,,,,
1469,SinmeB_0817,,,,,,
1470,SinmeB_0818,,,,,,
1471,SinmeB_0838,,,,,,
1472,SinmeB_0882,,,,,,
1473,SinmeB_0884,,,,,,
1474,SinmeB_0885,,,,,,
1475,SinmeB_0907,,,,,,
1476,SinmeB_0934,,,,,,
1477,SinmeB_0973,,,,,,
1478,SinmeB_0974,,,,,,
1479,SinmeB_0987,,,,,,
1480,SinmeB_0988,,,,,,
1481,SinmeB_0989,,,,,,
1482,SinmeB_0990,,,,,,
1483,SinmeB_0991,,,,,,
1484,SinmeB_0992,,,,,,
1485,SinmeB_0993,,,,,,
1486,SinmeB_1000,,,,,,
1487,SinmeB_1001,,,,,,
1488,SinmeB_1002,,,,,,
1489,SinmeB_1003,,,,,,
1490,SinmeB_1004,,,,,,
1491,SinmeB_1005,,,,,,
1492,SinmeB_1012,,,,,,
1493,SinmeB_1013,,,,,,
1494,SinmeB_1024,,,,,,
1495,SinmeB_1037,,,,,,
1496,SinmeB_1051,,,,,,
1497,SinmeB_1052,,,,,,
1498,SinmeB_1053,,,,,,
1499,SinmeB_1054,,,,,,
1500,SinmeB_1057,,,,,,
1501,SinmeB_1058,,,,,,
1502,SinmeB_1061,,,,,,
1503,SinmeB_1084,,,,,,
1504,SinmeB_1099,,,,,,
1505,SinmeB_1100,,,,,,
1506,SinmeB_1101,,,,,,
1507,SinmeB_1132,,,,,,
1508,SinmeB_1143,,,,,,
1509,SinmeB_1144,,,,,,
1510,SinmeB_1153,,,,,,
1511,SinmeB_1160,,,,,,
1512,SinmeB_1176,,,,,,
1513,SinmeB_1206,,,,,,
1514,SinmeB_1207,,,,,,
1515,SinmeB_1213,,,,,,
1516,SinmeB_1235,,,,,,
1517,SinmeB_1248,,,,,,
1518,SinmeB_1249,,,,,,
1519,SinmeB_1263,,,,,,
1520,SinmeB_1289,,,,,,
1521,SinmeB_1324,,,,,,
1522,SinmeB_1326,,,,,,
1523,SinmeB_1327,,,,,,
1524,SinmeB_1328,,,,,,
1525,SinmeB_1341,,,,,,
1526,SinmeB_1385,,,,,,
1527,SinmeB_1419,,,,,,
1528,SinmeB_1430,,,,,,
1529,SinmeB_1431,,,,,,
1530,SinmeB_1454,,,,,,
1531,SinmeB_1455,,,,,,
1532,SinmeB_1456,,,,,,
1533,SinmeB_1479,,,,,,
1534,SinmeB_1481,,,,,,
1535,SinmeB_1482,,,,,,
1536,SinmeB_1483,,,,,,
1537,SinmeB_1484,,,,,,
1538,SinmeB_1532,,,,,,
1539,SinmeB_1547,,,,,,
1540,SinmeB_1556,,,,,,
1541,SinmeB_1557,,,,,,
1542,SinmeB_1560,,,,,,
1543,SinmeB_1575,,,,,,
1544,SinmeB_1582,,,,,,
1545,SinmeB_1585,,,,,,
1546,SinmeB_1590,,,,,,
1547,SinmeB_1593,,,,,,
1548,SinmeB_1594,,,,,,
1549,SinmeB_1604,,,,,,
1550,SinmeB_1610,,,,,,
1551,SinmeB_1611,,,,,,
1552,SinmeB_1622,,,,,,
1553,SinmeB_1624,,,,,,
1554,SinmeB_1636,,,,,,
1555,SinmeB_1668,,,,,,
1556,SinmeB_1672,,,,,,
1557,SinmeB_1674,,,,,,
1558,SinmeB_1677,,,,,,
1559,SinmeB_1678,,,,,,
1560,SinmeB_1681,,,,,,
1561,SinmeB_1682,,,,,,
1562,SinmeB_1683,,,,,,
1563,SinmeB_1685,,,,,,
1564,SinmeB_1686,,,,,,
1565,SinmeB_1687,,,,,,
1566,SinmeB_1688,,,,,,
1567,SinmeB_1689,,,,,,
1568,SinmeB_1690,,,,,,
1569,SinmeB_1691,,,,,,
1570,SinmeB_1692,,,,,,
1571,SinmeB_1693,,,,,,
1572,SinmeB_1694,,,,,,
1573,SinmeB_1695,,,,,,
1574,SinmeB_1697,,,,,,
1575,SinmeB_1699,,,,,,
1576,SinmeB_1703,,,,,,
1577,SinmeB_1718,,,,,,
1578,SinmeB_1740,,,,,,
1579,SinmeB_1741,,,,,,
1580,SinmeB_1765,,,,,,
1581,SinmeB_1776,,,,,,
1582,SinmeB_1784,,,,,,
1583,SinmeB_1808,,,,,,
1584,SinmeB_1849,,,,,,
1585,SinmeB_1850,,,,,,
1586,SinmeB_1851,,,,,,
1587,SinmeB_1857,,,,,,
1588,SinmeB_1888,,,,,,
1589,SinmeB_1889,,,,,,
1590,SinmeB_1901,,,,,,
1591,SinmeB_1971,,,,,,
1592,SinmeB_1972,,,,,,
1593,SinmeB_2023,,,,,,
1594,SinmeB_2024,,,,,,
1595,SinmeB_2034,,,,,,
1596,SinmeB_2039,,,,,,
1597,SinmeB_2040,,,,,,
1598,SinmeB_2046,,,,,,
1599,SinmeB_2047,,,,,,
1600,SinmeB_2088,,,,,,
1601,SinmeB_2089,,,,,,
1602,SinmeB_2090,,,,,,
1603,SinmeB_2099,,,,,,
1604,SinmeB_2161,,,,,,
1605,SinmeB_2169,,,,,,
1606,SinmeB_2178,,,,,,
1607,SinmeB_2183,,,,,,
1608,SinmeB_2187,,,,,,
1609,SinmeB_2204,,,,,,
1610,SinmeB_2207,,,,,,
1611,SinmeB_2214,,,,,,
1612,SinmeB_2217,,,,,,
1613,SinmeB_2222,,,,,,
1614,SinmeB_2223,,,,,,
1615,SinmeB_2248,,,,,,
1616,SinmeB_2249,,,,,,
1617,SinmeB_2250,,,,,,
1618,SinmeB_2251,,,,,,
1619,SinmeB_2252,,,,,,
1620,SinmeB_2254,,,,,,
1621,SinmeB_2255,,,,,,
1622,SinmeB_2256,,,,,,
1623,SinmeB_2257,,,,,,
1624,SinmeB_2258,,,,,,
1625,SinmeB_2259,,,,,,
1626,SinmeB_2261,,,,,,
1627,SinmeB_2263,,,,,,
1628,SinmeB_2270,,,,,,
1629,SinmeB_2271,,,,,,
1630,SinmeB_2272,,,,,,
1631,SinmeB_2274,,,,,,
1632,SinmeB_2275,,,,,,
1633,SinmeB_2279,,,,,,
1634,SinmeB_2280,,,,,,
1635,SinmeB_2344,,,,,,
1636,SinmeB_2345,,,,,,
1637,SinmeB_2346,,,,,,
1638,SinmeB_2347,,,,,,
1639,SinmeB_2348,,,,,,
1640,SinmeB_2349,,,,,,
1641,SinmeB_2385,,,,,,
1642,SinmeB_2388,,,,,,
1643,SinmeB_2401,,,,,,
1644,SinmeB_2402,,,,,,
1645,SinmeB_2403,,,,,,
1646,SinmeB_2405,,,,,,
1647,SinmeB_2406,,,,,,
1648,SinmeB_2407,,,,,,
1649,SinmeB_2408,,,,,,
1650,SinmeB_2438,,,,,,
1651,SinmeB_2447,,,,,,
1652,SinmeB_2448,,,,,,
1653,SinmeB_2449,,,,,,
1654,SinmeB_2451,,,,,,
1655,SinmeB_2485,,,,,,
1656,SinmeB_2494,,,,,,
1657,SinmeB_2538,,,,,,
1658,SinmeB_2563,,,,,,
1659,SinmeB_2564,,,,,,
1660,SinmeB_2583,,,,,,
1661,SinmeB_2604,,,,,,
1662,SinmeB_2652,,,,,,
1663,SinmeB_2661,,,,,,
1664,SinmeB_2663,,,,,,
1665,SinmeB_2674,,,,,,
1666,SinmeB_2687,,,,,,
1667,SinmeB_2696,,,,,,
1668,SinmeB_2727,,,,,,
1669,SinmeB_2728,,,,,,
1670,SinmeB_2756,,,,,,
1671,SinmeB_2758,,,,,,
1672,SinmeB_2772,,,,,,
1673,SinmeB_2780,,,,,,
1674,SinmeB_2785,,,,,,
1675,SinmeB_2786,,,,,,
1676,SinmeB_2801,,,,,,
1677,SinmeB_2808,,,,,,
1678,SinmeB_2834,,,,,,
1679,SinmeB_2835,,,,,,
1680,SinmeB_2845,,,,,,
1681,SinmeB_2850,,,,,,
1682,SinmeB_2855,,,,,,
1683,SinmeB_2860,,,,,,
1684,SinmeB_2880,,,,,,
1685,SinmeB_2881,,,,,,
1686,SinmeB_2882,,,,,,
1687,SinmeB_2883,,,,,,
1688,SinmeB_2927,,,,,,
1689,SinmeB_2928,,,,,,
1690,SinmeB_2939,,,,,,
1691,SinmeB_2947,,,,,,
1692,SinmeB_2952,,,,,,
1693,SinmeB_2991,,,,,,
1694,SinmeB_3001,,,,,,
1695,SinmeB_3014,,,,,,
1696,SinmeB_3028,,,,,,
1697,SinmeB_3037,,,,,,
1698,SinmeB_3078,,,,,,
1699,SinmeB_3079,,,,,,
1700,SinmeB_3092,,,,,,
1701,SinmeB_3125,,,,,,
1702,SinmeB_3126,,,,,,
1703,SinmeB_3127,,,,,,
1704,SinmeB_3128,,,,,,
1705,SinmeB_3139,,,,,,
1706,SinmeB_3145,,,,,,
1707,SinmeB_3162,,,,,,
1708,SinmeB_3163,,,,,,
1709,SinmeB_3164,,,,,,
1710,SinmeB_3169,,,,,,
1711,SinmeB_3199,,,,,,
1712,SinmeB_3201,,,,,,
1713,SinmeB_3202,,,,,,
1714,SinmeB_3208,,,,,,
1715,SinmeB_3209,,,,,,
1716,SinmeB_3211,,,,,,
1717,SinmeB_3212,,,,,,
1718,SinmeB_3219,,,,,,
1719,SinmeB_3220,,,,,,
1720,SinmeB_3221,,,,,,
1721,SinmeB_3222,,,,,,
1722,SinmeB_3230,,,,,,
1723,SinmeB_3244,,,,,,
1724,SinmeB_3255,,,,,,
1725,SinmeB_3256,,,,,,
1726,SinmeB_3286,,,,,,
1727,SinmeB_3292,,,,,,
1728,SinmeB_3298,,,,,,
1729,SinmeB_3299,,,,,,
1730,SinmeB_3300,,,,,,
1731,SinmeB_3301,,,,,,
1732,SinmeB_3311,,,,,,
1733,SinmeB_3316,,,,,,
1734,SinmeB_3317,,,,,,
1735,SinmeB_3355,,,,,,
1736,SinmeB_3366,,,,,,
1737,SinmeB_3397,,,,,,
1738,SinmeB_3423,,,,,,
1739,SinmeB_3430,,,,,,
1740,SinmeB_3437,,,,,,
1741,SinmeB_3488,,,,,,
1742,SinmeB_3549,,,,,,
1743,SinmeB_3555,,,,,,
1744,SinmeB_3557,,,,,,
1745,SinmeB_3558,,,,,,
1746,SinmeB_3586,,,,,,
1747,SinmeB_3592,,,,,,
1748,SinmeB_3612,,,,,,
1749,SinmeB_3621,,,,,,
1750,SinmeB_3647,,,,,,
1751,SinmeB_3650,,,,,,
1752,SinmeB_3655,,,,,,
1753,SinmeB_3659,,,,,,
1754,SinmeB_3665,,,,,,
1755,SinmeB_3666,,,,,,
1756,SinmeB_3682,,,,,,
1757,SinmeB_3697,,,,,,
1758,SinmeB_3713,,,,,,
1759,SinmeB_3725,,,,,,
1760,SinmeB_3726,,,,,,
1761,SinmeB_3728,,,,,,
1762,SinmeB_3734,,,,,,
1763,SinmeB_3738,,,,,,
1764,SinmeB_3739,,,,,,
1765,SinmeB_3740,,,,,,
1766,SinmeB_3745,,,,,,
1767,SinmeB_3760,,,,,,
1768,SinmeB_3762,,,,,,
1769,SinmeB_3788,,,,,,
1770,SinmeB_3791,,,,,,
1771,SinmeB_3792,,,,,,
1772,SinmeB_3793,,,,,,
1773,SinmeB_3801,,,,,,
1774,SinmeB_3803,,,,,,
1775,SinmeB_3804,,,,,,
1776,SinmeB_3814,,,,,,
1777,SinmeB_3865,,,,,,
1778,SinmeB_3866,,,,,,
1779,SinmeB_3867,,,,,,
1780,SinmeB_3868,,,,,,
1781,SinmeB_3874,,,,,,
1782,SinmeB_3876,,,,,,
1783,SinmeB_3918,,,,,,
1784,SinmeB_3920,,,,,,
1785,SinmeB_3927,,,,,,
1786,SinmeB_3928,,,,,,
1787,SinmeB_3929,,,,,,
1788,SinmeB_3930,,,,,,
1789,SinmeB_3931,,,,,,
1790,SinmeB_3945,,,,,,
1791,SinmeB_3947,,,,,,
1792,SinmeB_3948,,,,,,
1793,SinmeB_3949,,,,,,
1794,SinmeB_3950,,,,,,
1795,SinmeB_4132,,,,,,
1796,SinmeB_4136,,,,,,
1797,SinmeB_4150,,,,,,
1798,SinmeB_4158,,,,,,
1799,SinmeB_4159,,,,,,
1800,SinmeB_4167,,,,,,
1801,SinmeB_4189,,,,,,
1802,SinmeB_4190,,,,,,
1803,SinmeB_4226,,,,,,
1804,SinmeB_4292,,,,,,
1805,SinmeB_4301,,,,,,
1806,SinmeB_4303,,,,,,
1807,SinmeB_4306,,,,,,
1808,SinmeB_4327,,,,,,
1809,SinmeB_4328,,,,,,
1810,SinmeB_4329,,,,,,
1811,SinmeB_4337,,,,,,
1812,SinmeB_4347,,,,,,
1813,SinmeB_4349,,,,,,
1814,SinmeB_4350,,,,,,
1815,SinmeB_4354,,,,,,
1816,SinmeB_4355,,,,,,
1817,SinmeB_4356,,,,,,
1818,SinmeB_4372,,,,,,
1819,SinmeB_4373,,,,,,
1820,SinmeB_4374,,,,,,
1821,SinmeB_4385,,,,,,
1822,SinmeB_4386,,,,,,
1823,SinmeB_4387,,,,,,
1824,SinmeB_4417,,,,,,
1825,SinmeB_4419,,,,,,
1826,SinmeB_4420,,,,,,
1827,SinmeB_4421,,,,,,
1828,SinmeB_4423,,,,,,
1829,SinmeB_4424,,,,,,
1830,SinmeB_4425,,,,,,
1831,SinmeB_4426,,,,,,
1832,SinmeB_4428,,,,,,
1833,SinmeB_4429,,,,,,
1834,SinmeB_4430,,,,,,
1835,SinmeB_4431,,,,,,
1836,SinmeB_4432,,,,,,
1837,SinmeB_4441,,,,,,
1838,SinmeB_4442,,,,,,
1839,SinmeB_4443,,,,,,
1840,SinmeB_4464,,,,,,
1841,SinmeB_4467,,,,,,
1842,SinmeB_4468,,,,,,
1843,SinmeB_4469,,,,,,
