sample,id_gene,camp_lodi,camp_lut,camp_verb,lodi_lut,lodi_verb,lut_verb
541,SinmeB_2850,1758,1540,32,1979,829,1904
542,SinmeB_2853,1781,1782,533,1872,825,927
543,SinmeB_2854,1034,1543,1543,1826,1017,1782
544,SinmeB_2855,1333,1894,1033,1000,583,1540
545,SinmeB_2856,1133,1904,1519,721,608,1036
546,SinmeB_2864,46,927,1892,1894,765,993
547,SinmeB_2898,58,1110,921,1199,1333,777
548,SinmeB_2920,829,1758,1758,854,737,2031
549,SinmeB_2928,825,1781,1781,1333,533,1519
550,SinmeB_2939,744,1036,1205,1674,58,1894
551,SinmeB_2947,583,993,1625,2062,1033,1313
552,SinmeB_2952,567,2031,1852,58,606,566
553,SinmeB_2961,32,1674,1132,1904,1205,1869
554,SinmeB_2965,737,1869,820,927,1826,1712
555,SinmeB_2967,1520,1313,1764,1897,1000,1002
556,SinmeB_2968,1892,1712,612,1036,1199,1674
557,SinmeB_2991,606,1897,1520,993,1625,843
558,SinmeB_2997,921,1800,1110,2031,2062,1800
559,SinmeB_2999,2062,1520,777,1869,1132,1897
560,SinmeB_3001,1199,1546,566,1546,1764,758
561,SinmeB_3004,1826,1308,1807,1313,612,1546
562,SinmeB_3014,1000,758,1002,1308,777,978
563,SinmeB_3028,1852,1807,2049,1712,1207,1308
564,SinmeB_3031,820,17,843,1004,566,1136
565,SinmeB_3037,1807,772,102,1207,1004,17
566,SinmeB_3043,2049,2049,978,791,102,772
567,SinmeB_3045,1110,1735,1252,1800,1002,924
568,SinmeB_3046,1207,468,1735,758,843,1252
569,SinmeB_3052,1424,629,1136,595,791,714
570,SinmeB_3058,1004,1994,1631,17,1424,468
571,SinmeB_3070,1631,911,924,772,1252,629
572,SinmeB_3079,791,1602,1202,1424,978,1528
573,SinmeB_3082,1202,1220,714,1602,595,102
574,SinmeB_3087,1735,1631,1528,468,1136,911
575,SinmeB_3092,16,812,1160,1678,1160,1577
576,SinmeB_3125,595,1202,1971,629,16,1994
577,SinmeB_3126,1357,1878,1878,1994,924,1220
578,SinmeB_3127,1678,1137,1874,16,714,1971
579,SinmeB_3128,1243,1976,812,911,1357,1874
580,SinmeB_3130,1878,1135,1577,1220,1678,1602
581,SinmeB_3139,1772,1993,1137,1357,1528,1135
582,SinmeB_3145,1823,1836,1813,1823,1971,1021
583,SinmeB_3150,1976,12,1976,1633,1874,1813
584,SinmeB_3162,833,1633,188,1952,1243,1160
585,SinmeB_3163,1952,1269,1993,1135,1780,508
586,SinmeB_3164,812,1817,1780,1269,1577,880
587,SinmeB_3169,1137,1857,1021,1243,1772,188
588,SinmeB_3184,1993,1718,1836,1134,1813,1633
589,SinmeB_3191,1065,1956,508,1065,1823,2018
590,SinmeB_3196,1817,429,2018,429,1952,1269
591,SinmeB_3199,1836,1206,1817,1772,188,731
592,SinmeB_3201,1718,1696,880,1303,833,1780
593,SinmeB_3202,1858,1303,1718,833,1065,429
594,SinmeB_3204,1857,731,12,1858,1021,1303
595,SinmeB_3205,1134,1860,1857,70,1134,2022
596,SinmeB_3206,1191,2022,1956,1899,2018,958
597,SinmeB_3208,1956,1980,1248,1158,1248,1111
598,SinmeB_3209,531,1843,1696,1896,508,1682
599,SinmeB_3211,1696,1703,1206,731,880,1974
600,SinmeB_3212,1896,1682,1860,2022,1858,1899
601,SinmeB_3214,12,1899,1980,1740,1191,938
602,SinmeB_3219,1860,1111,1703,471,1896,1248
603,SinmeB_3221,1284,1841,1843,1191,531,1841
604,SinmeB_3222,1206,1701,1974,1682,70,1574
605,SinmeB_3224,1980,1064,1574,1694,1740,633
606,SinmeB_3225,1740,1399,1284,531,1158,1063
607,SinmeB_3230,70,1913,1064,1841,471,1701
608,SinmeB_3243,471,633,1934,1111,1634,1399
609,SinmeB_3244,1694,1819,958,1701,1974,1934
610,SinmeB_3247,1703,1440,1634,607,1694,1913
611,SinmeB_3248,1843,1859,2012,1399,1574,842
612,SinmeB_3249,1158,607,1440,1913,1934,1936
613,SinmeB_3250,1064,842,1240,539,1012,1819
614,SinmeB_3252,1766,686,1985,1012,958,823
615,SinmeB_3255,1012,1970,1950,1819,1766,1950
616,SinmeB_3256,1432,795,1936,633,2012,1985
617,SinmeB_3277,1440,1284,686,1432,1432,2012
618,SinmeB_3289,610,2061,938,610,1240,1859
619,SinmeB_3292,686,1851,1975,1859,1985,1975
620,SinmeB_3300,1655,2076,1883,1655,610,1240
621,SinmeB_3301,1970,1680,1970,842,1950,846
622,SinmeB_3316,2076,846,1063,795,1936,1883
623,SinmeB_3317,1902,1918,1820,2061,1655,795
624,SinmeB_3355,539,1657,2076,557,539,607
625,SinmeB_3367,1680,959,1713,1722,1975,2061
626,SinmeB_3397,1989,1834,1947,1851,938,1851
627,SinmeB_3400,1237,557,1680,1902,1883,1713
628,SinmeB_3401,1977,1722,823,1766,1063,1820
629,SinmeB_3409,1771,1989,1918,846,1820,815
630,SinmeB_3423,1918,1411,1657,1977,1902,1947
631,SinmeB_3430,1146,131,1989,1834,1947,243
632,SinmeB_3437,1411,1723,1411,1146,1713,1834
633,SinmeB_3456,1657,1862,959,131,823,1634
634,SinmeB_3457,1626,915,1723,1626,1977,915
635,SinmeB_3521,1723,530,815,1345,1146,131
636,SinmeB_3549,779,1159,530,873,1237,557
637,SinmeB_3557,530,1312,1410,694,1626,1722
638,SinmeB_3558,1840,596,1109,1909,779,596
639,SinmeB_3584,1380,1085,243,1862,815,1862
640,SinmeB_3585,1547,1415,1996,779,1410,1109
641,SinmeB_3586,959,1345,1771,1159,1840,1312
642,SinmeB_3605,1415,873,1415,1840,1109,1159
643,SinmeB_3612,1995,1937,1925,1312,243,1410
644,SinmeB_3617,1929,1925,1814,915,1909,1996
645,SinmeB_3621,1925,1814,1398,1929,694,1085
646,SinmeB_3622,1814,2020,1937,1085,1328,2020
647,SinmeB_3650,1398,1398,1804,596,1996,1345
648,SinmeB_3665,1909,1804,1380,2020,1929,873
649,SinmeB_3666,694,1389,1328,1237,1900,187
650,SinmeB_3682,1937,187,1930,1583,1995,1389
651,SinmeB_3697,1833,1946,1547,1389,1833,1930
652,SinmeB_3713,1804,704,704,1830,1830,1946
653,SinmeB_3725,1830,1771,1900,187,1930,1842
654,SinmeB_3726,704,1583,1842,1833,1523,1292
655,SinmeB_3732,1523,1292,1951,882,882,1583
656,SinmeB_3734,245,662,1293,1946,1842,1812
657,SinmeB_3740,1291,1812,42,1292,245,662
658,SinmeB_3745,1672,1951,1871,1523,1291,1293
659,SinmeB_3746,1277,1380,1294,662,1293,1392
660,SinmeB_3759,1951,1392,19,245,42,42
661,SinmeB_3760,1321,1871,1124,1995,1716,1328
662,SinmeB_3788,582,1547,1277,1812,1893,1769
663,SinmeB_3791,1893,1769,1672,1716,868,1162
664,SinmeB_3792,1716,1162,1446,1291,1746,2013
665,SinmeB_3793,882,1294,1321,1893,1601,1900
666,SinmeB_3794,1580,19,732,1392,1580,1124
667,SinmeB_3801,868,2013,582,868,1124,1524
668,SinmeB_3802,1601,1524,1816,1769,1276,732
669,SinmeB_3803,1746,1446,1353,1746,732,1816
670,SinmeB_3804,1871,1353,1676,1162,1816,346
671,SinmeB_3809,1294,999,909,2013,1848,2021
672,SinmeB_3814,526,1676,2021,1524,2021,806
673,SinmeB_3817,19,806,526,1276,1246,982
674,SinmeB_3831,1446,909,999,1848,641,1717
675,SinmeB_3864,1276,1672,92,1580,2036,1060
676,SinmeB_3865,1353,1277,657,806,1287,1861
677,SinmeB_3866,1676,582,1715,1601,1711,1939
678,SinmeB_3867,909,1321,1246,1060,984,1588
679,SinmeB_3868,1848,1060,1260,2036,346,1811
680,SinmeB_3874,1260,1717,484,641,1811,1573
681,SinmeB_3875,641,1861,346,984,241,1815
682,SinmeB_3876,2036,657,1811,241,1990,722
683,SinmeB_3882,92,1715,1588,1717,552,1849
684,SinmeB_3883,657,92,982,1861,1234,2030
685,SinmeB_3888,1715,484,1928,1204,1588,1928
686,SinmeB_3931,484,1939,722,1711,771,834
687,SinmeB_3934,999,526,340,771,1928,1721
688,SinmeB_3947,1711,1573,2068,1990,722,2068
689,SinmeB_3948,552,2030,1287,1939,340,1405
690,SinmeB_3949,1990,1815,1721,1286,982,1204
691,SinmeB_3950,1219,1204,1338,552,2068,1821
692,SinmeB_3961,984,834,1856,1573,1219,1955
693,SinmeB_3962,241,1849,1821,2030,1304,340
694,SinmeB_4029,2067,1405,28,1815,1721,345
695,SinmeB_4067,1856,1955,1234,834,28,1286
696,SinmeB_4068,1338,1338,1953,1849,2067,1246
697,SinmeB_4070,771,1260,2035,1219,1821,1824
698,SinmeB_4109,1931,1286,1931,1405,1957,28
699,SinmeB_4132,1953,1856,1824,1955,1074,486
700,SinmeB_4136,1957,1953,1074,1957,1824,1690
701,SinmeB_4151,2035,345,1304,2067,1690,1074
702,SinmeB_4152,1022,2035,1690,345,1635,1943
703,SinmeB_4158,1822,1931,1822,486,1770,1251
704,SinmeB_4159,1635,486,1022,1251,1341,1287
705,SinmeB_4160,1789,1822,1983,1943,2029,1795
706,SinmeB_4189,1282,1943,1789,1635,541,1234
707,SinmeB_4190,1983,1251,1341,1795,1282,4
708,SinmeB_4191,2029,1795,1163,2029,908,541
709,SinmeB_4210,913,1983,541,4,827,1341
710,SinmeB_4218,1163,1022,913,2077,1867,827
711,SinmeB_4226,1799,1163,1803,2058,1702,908
712,SinmeB_4242,1803,1789,908,1938,1881,2058
713,SinmeB_4257,1938,4,827,1385,1938,2077
714,SinmeB_4258,1556,1803,1799,1942,1681,1702
715,SinmeB_4270,609,913,1770,838,1942,1385
716,SinmeB_4272,1942,2077,1702,1844,1992,1304
717,SinmeB_4285,1868,2058,1867,1073,1844,1881
718,SinmeB_4291,1692,1799,1881,517,1692,1867
719,SinmeB_4292,1844,1385,1681,1282,1759,1681
720,SinmeB_4293,1658,1868,1556,1692,1658,1992
721,SinmeB_4295,1759,1556,1868,1759,1057,517
722,SinmeB_4301,1632,517,609,1658,1837,1073
723,SinmeB_4302,1847,1073,1992,1973,1632,520
724,SinmeB_4304,1325,609,1847,1818,1973,1837
725,SinmeB_4305,30,1847,1837,1932,1818,1770
726,SinmeB_4306,1208,838,1057,560,1932,1057
727,SinmeB_4325,1932,796,1433,1679,1433,838
728,SinmeB_4327,1973,1208,520,1632,30,1433
729,SinmeB_4328,1818,1679,1208,1854,2052,1406
730,SinmeB_4331,796,1165,2052,2033,520,1798
731,SinmeB_4332,560,2033,796,1927,1148,953
732,SinmeB_4337,1165,1854,1148,953,1324,2052
733,SinmeB_4343,1230,1927,1406,691,560,1679
734,SinmeB_4347,1307,953,1165,1991,1606,1148
735,SinmeB_4349,1767,1991,912,1340,912,2033
736,SinmeB_4350,794,691,1798,30,1406,1991
737,SinmeB_4351,1031,1767,1325,794,1798,912
738,SinmeB_4354,1223,1340,1767,1223,794,1927
739,SinmeB_4355,872,1230,1230,357,1223,1854
740,SinmeB_4356,1986,357,1606,1987,2057,691
741,SinmeB_4366,1241,1987,1324,872,872,1340
742,SinmeB_4368,579,482,2057,482,1031,357
743,SinmeB_4370,1195,1127,2059,579,1986,2057
744,SinmeB_4371,914,1325,1241,1127,579,1987
745,SinmeB_4372,947,947,1917,1790,2059,482
746,SinmeB_4373,1322,1241,1307,1986,914,1917
747,SinmeB_4374,74,1790,855,914,1917,1127
748,SinmeB_4375,1203,1832,947,1195,855,2059
749,SinmeB_4377,1832,1139,2034,1031,1195,2034
750,SinmeB_4384,653,1393,1895,74,2034,1139
751,SinmeB_4385,506,1307,1832,1139,1322,855
752,SinmeB_4386,661,734,1940,1349,1895,1895
753,SinmeB_4387,1400,1203,1203,653,74,1940
754,SinmeB_4388,1731,27,1828,1393,1940,1606
755,SinmeB_4390,1765,661,661,734,1316,1324
756,SinmeB_4391,632,1624,1731,27,653,1828
757,SinmeB_4413,1101,1731,1850,1209,1828,1790
758,SinmeB_4416,2060,896,1316,506,506,1393
759,SinmeB_4417,598,1349,1914,1624,1850,734
760,SinmeB_4419,1628,1765,1765,1322,1101,1850
761,SinmeB_4421,1311,881,1414,896,1426,1624
762,SinmeB_4423,1576,699,1426,1101,1914,27
763,SinmeB_4424,43,1468,1400,2060,1414,896
764,SinmeB_4425,1839,1209,1559,699,2060,1914
765,SinmeB_4427,656,1400,1805,632,1559,1414
766,SinmeB_4428,85,598,747,1468,1805,1271
767,SinmeB_4429,1227,1969,598,656,632,1559
768,SinmeB_4430,881,1271,881,1969,747,1349
769,SinmeB_4431,602,1910,43,1839,1628,699
770,SinmeB_4432,647,893,1168,1628,1839,1805
771,SinmeB_4434,801,1013,85,1271,656,1969
772,SinmeB_4440,1954,1636,739,1910,1311,1468
773,SinmeB_4441,1016,43,942,893,1576,1426
774,SinmeB_4442,766,1232,2027,1311,1168,747
775,SinmeB_4443,40,85,1933,1013,1227,1910
776,SinmeB_4445,1231,602,602,1636,739,1209
777,SinmeB_4461,1180,1167,1214,1016,942,1013
778,SinmeB_4463,1467,1949,1037,1232,647,1636
779,SinmeB_4464,244,766,766,1227,1016,893
780,SinmeB_4467,1391,1258,1337,1576,1933,1168
781,SinmeB_4468,1095,1391,577,647,2027,1316
782,SinmeB_4469,1339,792,1225,1258,1954,2027
783,SinmeB_4470,906,1659,244,1954,1214,1232
784,SinmeB_4471,878,244,1391,1167,801,1933
785,SinmeB_4472,753,1180,1730,1949,1037,739
786,SinmeB_4473,643,388,1180,801,577,942
787,SinmeB_4474,1327,650,604,40,1337,1949
788,SinmeB_4475,1256,1356,990,1467,40,1337
789,SinmeB_4476,1238,242,1663,1659,1225,1167
790,SinmeB_4477,1926,643,643,792,1467,1037
791,SinmeB_4483,481,1978,1238,1231,1231,388
792,SinmeB_4489,1326,2024,2024,388,1730,1225
793,SinmeB_4491,2024,465,49,1356,1095,1214
794,SinmeB_4493,804,1238,1197,1095,1339,577
795,SinmeB_4499,1853,576,1221,650,906,1730
796,SinmeB_4501,1278,2028,804,1339,604,792
797,SinmeB_4502,2028,804,358,906,990,1659
798,SinmeB_4509,1315,1972,1067,242,878,1258
799,SinmeB_4519,1972,472,2028,878,1663,650
800,SinmeB_4520,1157,1131,1371,1978,753,1663
801,SinmeB_4521,25,1247,851,1926,1371,604
802,SinmeB_4522,1704,945,1972,753,1926,1356
803,SinmeB_4530,983,1471,1327,465,481,990
804,SinmeB_4532,1471,1315,1256,481,1197,242
805,SinmeB_4534,752,1157,1315,1247,49,465
806,SinmeB_4543,1295,25,1157,576,1221,49
807,SinmeB_4544,775,342,25,1853,1853,1978
808,SinmeB_4549,832,1412,1471,472,358,576
809,SinmeB_4551,1968,1504,983,1131,1067,1221
810,SinmeB_4557,1200,983,752,945,1326,1197
811,SinmeB_4558,467,1720,1505,342,851,358
812,SinmeB_4562,1638,752,832,1704,1278,472
813,SinmeB_4566,1748,1327,1637,1412,1704,851
814,SinmeB_4570,1522,1256,870,1504,1968,1067
815,SinmeB_4571,1560,832,1921,1326,775,1131
816,SinmeB_4573,1186,1077,76,1968,1505,945
817,SinmeB_4582,538,2026,1835,1720,1637,1247
818,SinmeB_4583,50,1748,1714,775,870,1412
819,SinmeB_4585,1084,1224,1748,1077,1200,1720
820,SinmeB_4588,1368,1522,1522,1278,467,1504
821,SinmeB_4589,740,1560,1638,2026,76,342
822,SinmeB_4591,736,1638,1560,1224,1921,1835
823,SinmeB_4592,356,810,538,467,1835,1637
824,SinmeB_4601,1364,50,50,810,1714,1921
825,SinmeB_4603,899,538,1295,1084,1084,1371
826,SinmeB_4614,1882,736,916,899,1186,2026
827,SinmeB_4617,1369,124,736,124,916,1714
828,SinmeB_4618,711,1364,740,356,899,870
829,SinmeB_4619,130,1882,1368,1200,356,1505
830,SinmeB_4621,844,740,1364,1369,2032,1077
831,SinmeB_4624,852,1368,1882,1794,1369,1224
832,SinmeB_4634,948,130,130,1186,1365,76
833,SinmeB_4637,1365,711,711,1666,751,810
834,SinmeB_4639,905,852,852,1365,948,916
835,SinmeB_4640,996,1794,844,611,996,124
836,SinmeB_4641,800,1295,751,957,1212,1794
837,SinmeB_4646,1212,1666,905,948,735,1666
838,SinmeB_4647,1317,844,2032,941,759,751
839,SinmeB_4654,621,611,800,996,894,957
840,SinmeB_4659,1198,957,621,1629,1010,611
841,SinmeB_4665,1912,905,1912,1212,2011,941
842,SinmeB_4666,343,941,1198,1297,1244,1629
843,SinmeB_4667,1305,1629,735,1152,1305,2064
844,SinmeB_4668,1218,1912,1317,2064,1361,1152
845,SinmeB_4674,1361,800,343,1873,1130,2011
846,SinmeB_4699,1360,621,759,907,1218,1297
847,SinmeB_4700,1130,1297,894,1981,620,1873
848,SinmeB_4710,1222,1152,2011,1906,599,735
849,SinmeB_4711,599,2064,1010,11,1846,759
850,SinmeB_4717,1908,1873,1244,1228,1595,894
851,SinmeB_4719,1595,343,1360,1361,1724,1981
852,SinmeB_4725,563,1198,1908,1130,1128,907
853,SinmeB_4726,1211,907,620,1370,1359,1906
854,SinmeB_4727,1941,1317,1222,1845,591,1010
855,SinmeB_4728,591,1981,1846,1876,87,11
856,SinmeB_4735,1825,1906,1941,599,1296,2032
857,SinmeB_4737,1003,11,1211,1196,91,1228
858,SinmeB_4749,548,1908,563,1213,986,1845
859,SinmeB_4750,1296,1228,548,1305,593,620
860,SinmeB_4751,1226,1360,1724,1595,1572,1244
861,SinmeB_4752,1007,1222,1128,1218,1363,1846
862,SinmeB_4753,1572,1845,1825,591,637,1370
863,SinmeB_4754,1358,548,1359,890,1358,1196
864,SinmeB_4794,2016,1370,87,738,928,1213
865,SinmeB_4795,637,1941,1003,1296,2063,1128
866,SinmeB_4796,1181,1196,1226,1521,1445,87
867,SinmeB_4801,995,1213,91,637,1181,1724
868,SinmeB_4811,2063,1211,1007,814,994,1359
869,SinmeB_4813,1751,563,986,1572,946,890
870,SinmeB_4817,2044,1825,593,1916,1751,1876
871,SinmeB_4833,535,1876,1363,1358,1367,91
872,SinmeB_4834,1725,890,2016,2063,2044,738
873,SinmeB_4836,2025,1226,928,2074,1082,986
874,SinmeB_4842,1408,1003,995,1751,2025,593
875,SinmeB_4846,474,738,1445,1863,535,814
876,SinmeB_4847,1901,1007,994,2044,1870,1521
877,SinmeB_4866,624,1521,946,2025,1907,1363
878,SinmeB_4872,360,814,1367,937,1025,1916
879,SinmeB_4874,1320,1916,1082,1181,1408,928
880,SinmeB_4875,2017,2016,1870,1984,1350,1445
881,SinmeB_4876,1866,2074,1907,1827,789,2074
882,SinmeB_4877,1639,995,1025,535,1439,1863
883,SinmeB_4897,578,1863,1725,1408,1443,1984
884,SinmeB_4904,1343,937,1901,544,474,994
885,SinmeB_4908,1334,1984,789,654,773,946
886,SinmeB_4916,745,1827,1439,7,483,1367
887,SinmeB_4917,1351,1901,1443,3,1093,1827
888,SinmeB_4919,988,544,1866,1183,2017,1907
889,SinmeB_4920,489,1866,624,2017,360,1082
890,SinmeB_4924,936,1725,483,1639,1639,1870
891,SinmeB_4925,963,654,773,38,1314,937
892,SinmeB_4926,787,7,1093,44,132,1025
893,SinmeB_4943,1829,624,1350,360,897,1439
894,SinmeB_4946,1342,3,1314,474,1343,654
895,SinmeB_4947,910,38,132,1756,1229,544
896,SinmeB_4950,955,44,578,1343,934,789
897,SinmeB_4951,1094,1183,1320,1920,745,1443
898,SinmeB_4952,123,578,897,745,1144,483
899,SinmeB_4953,1919,1756,1229,866,1570,7
900,SinmeB_4954,767,1920,934,988,988,773
901,SinmeB_4955,817,866,1144,1274,936,1093
902,SinmeB_4964,786,1320,1570,936,84,3
903,SinmeB_4967,1026,1334,1334,802,781,44
904,SinmeB_4986,1434,489,489,787,787,38
905,SinmeB_4989,849,1829,1351,1298,597,1756
906,SinmeB_4990,1023,802,84,1216,910,897
907,SinmeB_5001,355,1274,963,910,123,1183
908,SinmeB_5049,1762,963,781,1919,1919,132
909,SinmeB_5050,1083,1342,1829,123,516,1314
910,SinmeB_5069,1138,1351,597,886,767,1570
911,SinmeB_5081,1967,955,1342,767,817,1144
912,SinmeB_5082,1877,1094,955,817,1210,1920
913,SinmeB_5083,898,886,1094,1362,849,1229
914,SinmeB_5085,760,1362,516,1366,550,1350
915,SinmeB_5086,1575,1298,1210,2056,1627,934
916,SinmeB_5087,1142,1366,1434,1558,1023,866
917,SinmeB_5121,2066,2056,786,849,1762,84
918,SinmeB_5127,783,1216,550,1023,1193,802
919,SinmeB_5128,964,1434,1026,1762,831,597
920,SinmeB_5142,931,1558,1627,1028,1138,781
921,SinmeB_5158,877,786,355,1138,762,1274
922,SinmeB_5170,1145,1026,831,603,1142,886
923,SinmeB_5190,1079,355,1967,780,1275,516
924,SinmeB_5191,5,1967,1083,746,930,2056
925,SinmeB_5205,1166,1083,1193,1142,783,1362
926,SinmeB_5206,719,1028,1877,997,785,1366
927,SinmeB_5216,1169,1877,898,1081,964,1298
928,SinmeB_5222,764,603,760,783,901,1216
929,SinmeB_5251,1190,780,762,1005,615,1210
930,SinmeB_5252,1643,746,1575,1409,1166,1627
931,SinmeB_5253,865,760,2066,600,1169,550
932,SinmeB_5254,782,898,930,964,1217,1558
933,SinmeB_5255,987,1081,785,1192,1164,831
934,SinmeB_5262,1176,2066,1275,1760,764,1028
935,SinmeB_5263,1435,997,1145,1169,865,603
936,SinmeB_5264,1179,1575,877,1166,1555,780
937,SinmeB_5265,932,1409,931,638,1435,746
938,SinmeB_5273,1563,1005,901,1143,1176,762
939,SinmeB_5275,1880,600,1079,1865,1179,1081
940,SinmeB_5276,1864,1145,5,764,932,1193
941,SinmeB_5277,29,877,615,933,392,1409
942,SinmeB_5278,892,931,719,1268,1880,930
943,SinmeB_5279,1568,1079,1164,865,1982,997
944,SinmeB_5280,341,1760,1217,1435,1864,1005
945,SinmeB_5281,828,5,1643,1176,2065,785
946,SinmeB_5282,1744,1192,1190,768,1568,600
947,SinmeB_5283,1571,638,987,761,341,901
948,SinmeB_5284,1172,719,782,932,1744,1760
949,SinmeB_5286,770,1143,1555,1179,1172,638
950,SinmeB_5287,980,1865,1563,1161,1737,1865
951,SinmeB_5288,509,933,392,1344,980,1192
952,SinmeB_5289,1838,1643,1982,536,354,1143
953,SinmeB_5290,1420,987,892,1880,269,1275
954,SinmeB_5294,1080,782,29,1864,835,615
955,SinmeB_5296,485,1268,2065,1640,769,1164
956,SinmeB_5297,77,768,828,1568,1420,933
957,SinmeB_5298,888,761,1571,341,1184,1217
958,SinmeB_5300,78,1190,1737,1744,1080,1268
959,SinmeB_5301,956,1344,770,1172,1911,768
960,SinmeB_5302,840,1563,1838,1092,485,761
961,SinmeB_5314,347,1161,354,980,78,1555
962,SinmeB_5322,935,536,509,784,956,1344
963,SinmeB_5323,1178,892,269,1182,60,1982
964,SinmeB_5327,763,1640,835,1170,887,1161
965,SinmeB_5332,616,29,769,1177,703,536
966,SinmeB_5337,631,828,1911,1420,1053,392
967,SinmeB_5344,359,1571,77,788,469,2065
968,SinmeB_5345,774,1092,1184,1080,416,1640
969,SinmeB_5346,864,1838,888,485,39,1092
970,SinmeB_5347,416,770,60,78,1557,1737
971,SinmeB_5348,1557,784,840,956,626,354
972,SinmeB_5349,1185,509,347,1001,1561,784
973,SinmeB_5350,270,1170,935,1009,1564,269
974,SinmeB_5352,1561,1177,1178,900,1948,1177
975,SinmeB_5353,1171,1182,763,1699,1566,1170
976,SinmeB_5354,1948,788,887,2054,1793,835
977,SinmeB_5355,1564,77,616,511,352,769
978,SinmeB_5357,1529,888,359,981,54,1911
979,SinmeB_5359,1889,1001,631,830,690,788
980,SinmeB_5360,1793,840,774,416,1890,1182
981,SinmeB_5361,352,347,703,1557,510,1001
982,SinmeB_5366,836,935,864,353,348,1184
983,SinmeB_5375,54,1009,1053,41,1174,60
984,SinmeB_5385,690,900,469,1745,1006,1009
985,SinmeB_5387,1890,1178,39,1119,1801,900
986,SinmeB_5388,979,763,1185,1024,1997,887
987,SinmeB_5389,510,1699,270,1592,1039,1699
988,SinmeB_5390,689,2054,626,592,688,2054
989,SinmeB_5406,348,774,1171,1891,891,703
990,SinmeB_5408,1875,616,1566,1427,344,469
991,SinmeB_5412,1792,359,1889,1561,706,1053
992,SinmeB_5419,707,631,1529,1564,1604,981
993,SinmeB_5420,1997,864,836,1948,1591,39
994,SinmeB_5422,1039,981,979,572,405,511
995,SinmeB_5423,824,511,689,822,1791,830
996,SinmeB_5424,1567,830,1875,1173,889,41
997,SinmeB_5425,1739,353,1792,1569,350,353
998,SinmeB_5429,344,41,1174,1793,944,1745
999,SinmeB_5430,1802,1745,1006,352,1049,1119
1000,SinmeB_5441,1591,1185,707,54,2007,1592
1001,SinmeB_5443,405,1119,1801,690,439,1024
1002,SinmeB_5448,1175,270,824,1565,1888,626
1003,SinmeB_5455,889,1024,688,1890,1041,592
1004,SinmeB_5456,351,1592,1567,510,1999,1891
1005,SinmeB_5470,944,592,891,348,863,1427
1006,SinmeB_5471,1050,1891,1739,1997,492,1566
1007,SinmeB_5472,493,1427,1802,1039,1644,822
1008,SinmeB_5473,2008,1171,706,406,1051,572
1009,SinmeB_5478,1644,572,1604,344,1646,1173
1010,SinmeB_5479,1051,822,1791,63,490,1569
1011,SinmeB_5486,490,1889,1175,1052,859,1565
1012,SinmeB_5500,1042,1529,351,1591,494,1174
1013,SinmeB_5501,494,1173,350,2010,1047,1006
1014,SinmeB_5502,1047,1569,1049,1123,1043,1801
1015,SinmeB_5505,1647,836,2007,405,2001,406
1016,SinmeB_5506,1043,1565,1050,889,2009,688
1017,SinmeB_5525,2001,979,493,1998,861,891
1018,SinmeB_5533,1046,689,439,349,1886,1052
1019,SinmeB_5536,860,1875,1888,944,1648,63
1020,SinmeB_5537,2004,1792,1041,1562,2005,1604
1021,SinmeB_5538,2000,707,1999,1048,2003,706
1022,SinmeB_5539,2009,824,2008,1887,1045,1791
1023,SinmeB_5544,861,1567,863,862,1884,2010
1024,SinmeB_5545,1886,406,492,2006,,1123
1025,SinmeB_5546,1648,1052,1646,1040,,350
1026,SinmeB_5547,1885,1739,1042,1644,,1998
1027,SinmeB_5548,2005,63,859,1051,,349
1028,SinmeB_5550,,1802,1647,490,,1049
1029,SinmeB_5551,,2010,1046,494,,1562
1030,SinmeB_5563,,1123,860,1047,,2007
1031,SinmeB_5564,,1175,2004,1043,,1048
1032,SinmeB_5576,,351,2000,1044,,1887
1033,SinmeB_5580,,1998,1885,2001,,862
1034,SinmeB_5582,,349,2003,1645,,439
1035,SinmeB_5583,,1562,1045,2009,,1888
1036,SinmeB_5586,,1050,1884,861,,1041
1037,SinmeB_5593,,1048,,1886,,1999
1038,SinmeB_5626,,493,,2002,,863
1039,SinmeB_5639,,1887,,491,,492
1040,SinmeB_5640,,862,,1648,,2006
1041,SinmeB_5641,,2008,,2005,,1040
1042,SinmeB_5642,,2006,,,,1646
1043,SinmeB_5643,,1040,,,,859
1044,SinmeB_5644,,1042,,,,1044
1045,SinmeB_5645,,1647,,,,1645
1046,SinmeB_5646,,1044,,,,2002
1047,SinmeB_5647,,1046,,,,491
1048,SinmeB_5648,,1645,,,,2003
1049,SinmeB_5649,,860,,,,1045
1050,SinmeB_5650,,2004,,,,1884
1051,SinmeB_5652,,2000,,,,
1052,SinmeB_5653,,2002,,,,
1053,SinmeB_5654,,491,,,,
1054,SinmeB_5658,,1885,,,,
1055,SinmeB_5659,,,,,,
1056,SinmeB_5689,,,,,,
1057,SinmeB_5704,,,,,,
1058,SinmeB_5728,,,,,,
1059,SinmeB_5733,,,,,,
1060,SinmeB_5734,,,,,,
1061,SinmeB_5761,,,,,,
1062,SinmeB_5764,,,,,,
1063,SinmeB_5765,,,,,,
1064,SinmeB_5783,,,,,,
1065,SinmeB_5784,,,,,,
1066,SinmeB_5791,,,,,,
1067,SinmeB_5801,,,,,,
1068,SinmeB_5805,,,,,,
