sample,average,sd,ratio,ava,avb,cumsum
471,0.006285507319631,0.068072240247367,0.092335837586507,0,0.035377507219447,0.006285507319631
425,0.006224278809693,0.067775076552917,0.091837281877989,0.032824072206637,0,0.012509786129323
432,0.006087250964416,0.066533577444261,0.091491412279997,0.030143356170746,0,0.018597037093739
250,0.005949156979545,0.065017730560515,0.091500532674045,0,0.028856892533925,0.024546194073284
437,0.005940559749804,0.065202823774665,0.091108933722474,0.027563115992334,0,0.030486753823088
214,0.005902153573452,0.064590731596532,0.091377716702763,0,0.028065957534669,0.03638890739654
541,0.00586782319766,0.064542069921571,0.090914704235397,0.026382288685206,0,0.0422567305942
254,0.005867600579803,0.064276768919751,0.091286489324449,0,0.027500897038864,0.048124331174003
283,0.005835733596891,0.063987151209083,0.09120164730919,0,0.026991626997556,0.053960064770893
348,0.005829220959651,0.063927954223978,0.09118422496718,0,0.026888917461879,0.059789285730544
606,0.005793491660672,0.063603137937328,0.091088142009298,0,0.026333521528989,0.065582777391216
165,0.00573276893394,0.063313180514198,0.090546216244098,0.024344520601993,0,0.071315546325157
161,0.005732370546242,0.063309551089423,0.09054511440376,0.024338788305756,0,0.077047916871399
253,0.005727096976315,0.063261504742386,0.090530520885288,0.024263056228814,0,0.082775013847714
181,0.005684893736558,0.062876819623228,0.090413188367725,0.023666756696309,0,0.088459907584273
262,0.005670111072242,0.062741996429616,0.090371862467003,0.023461919385833,0,0.094130018656515
156,0.005667969120963,0.062461157086603,0.090743902055873,0,0.024485403946142,0.099797987777479
137,0.005666445767662,0.062447288415051,0.090739660783997,0,0.024463913487922,0.105464433545141
201,0.005659805684366,0.062647982780542,0.090342983655072,0.02332033407518,0,0.111124239229506
197,0.005648989919703,0.062549290780173,0.090312613448433,0.023172796394318,0,0.11677322914921
419,0.005608220251462,0.062177063293182,0.090197573742224,0.022626236670677,0,0.122381449400672
91,0.005598986671798,0.062092712963068,0.090171397006417,0.022504516385082,0,0.12798043607247
194,0.005577046293472,0.06163291666595,0.090488112443216,0,0.023239698144386,0.133557482365942
286,0.005572619917975,0.061851748009005,0.090096401433377,0.022161046489811,0,0.139130102283917
232,0.005500368959888,0.061190653457559,0.089889037771159,0.021250069739998,0,0.144630471243805
