sample,average,sd,ratio,ava,avb,cumsum
425,0.006143026457661,0.067289836618331,0.09129204002239,0,0.032824072206637,0.006143026457661
432,0.006007261580025,0.06604954190599,0.090950843967631,0,0.030143356170746,0.012150288037686
437,0.005861888431435,0.064716139498668,0.0905784627582,0,0.027563115992334,0.018012176469121
301,0.005821458438737,0.064052061567664,0.090886355509219,0.027367513764545,0,0.023833634907858
180,0.005799442320513,0.063851061666104,0.090827656881257,0.027012722365937,0,0.02963307722837
541,0.005789780727964,0.064052486249751,0.09039119426822,0,0.026382288685206,0.035422857956334
212,0.005679564349675,0.062756012277203,0.090502314337431,0.02517289056058,0,0.041102422306009
165,0.005655832494696,0.062815315772289,0.090039068102416,0,0.024344520601993,0.046758254800705
161,0.005655437232469,0.06281165624271,0.0900380211376,0,0.024338788305756,0.052413692033174
253,0.005650204952641,0.062763208207516,0.090024157687408,0,0.024263056228814,0.058063896985815
204,0.005632411589707,0.062324942642712,0.090371709156566,0.024489417747373,0,0.063696308575522
181,0.005608326469792,0.062375094543973,0.089912913331747,0,0.023666756696309,0.069304635045314
262,0.005593655094514,0.062238980092142,0.089873823225132,0,0.023461919385833,0.074898290139827
201,0.005583426507726,0.062144038423944,0.089846534749423,0,0.02332033407518,0.080481716647554
197,0.005572690645729,0.062044347781054,0.089817861659118,0,0.023172796394318,0.086054407293282
419,0.005532215525769,0.061668128026311,0.089709477210158,0,0.022626236670677,0.091586622819052
91,0.005523047159839,0.061582823306956,0.089684864435494,0,0.022504516385082,0.097109669978891
173,0.005505830130487,0.061166493160426,0.090013826950103,0.022757438394665,0,0.102615500109378
286,0.005496863490145,0.061339030548833,0.089614450064861,0,0.022161046489811,0.108112363599524
293,0.005436854922078,0.060534332635548,0.089814402593838,0.021872409840978,0,0.113549218521602
232,0.005425089459401,0.060669404757206,0.08942051568022,0,0.021250069739998,0.118974307981004
300,0.005410536823642,0.060292930593653,0.089737499411105,0.021544962453358,0,0.124384844804645
189,0.005410232329575,0.060530540849464,0.089380207968572,0,0.021066908063304,0.129795077134221
306,0.005408389845809,0.060273232448048,0.089731206144798,0.021518492743004,0,0.13520346698003
184,0.00540143071305,0.060209378279948,0.089710787046092,0.021432944089112,0,0.14060489769308
196,0.005376055699869,0.059976476943807,0.089636070236443,0.021124205322358,0,0.145980953392949
266,0.005363824919591,0.060096216642944,0.089253953397093,0,0.020506287343428,0.15134477831254
18,0.005363718940971,0.060095223792003,0.089253664476482,0,0.020505026668302,0.156708497253511
205,0.005354877150236,0.06001237401811,0.089229550369397,0,0.020400158099403,0.162063374403747
320,0.005335357884769,0.05982935918526,0.089176249878394,0,0.020170796962725,0.167398732288515
551,0.005330145115389,0.059554798669487,0.089499842740959,0.020578085744721,0,0.172728877403904
270,0.005318126729394,0.059667665870158,0.08912912298206,0,0.019970748226696,0.178047004133298
85,0.005312941577948,0.059396685933583,0.089448451448779,0.020377483883393,0,0.183359945711246
347,0.005312035600891,0.059610478219484,0.089112447334044,0,0.019900569674391,0.188671981312137
294,0.005308602407831,0.059578238164605,0.089103044523806,0,0.019861137194317,0.193980583719968
289,0.005306318140262,0.059335796445071,0.089428615745886,0.020300827199876,0,0.19928690186023
160,0.005300298916301,0.059280453981335,0.089410565546097,0.02023143886321,0,0.204587200776531
637,0.005299157930042,0.059489522213067,0.089077164060302,0,0.019753115624308,0.209886358706573
278,0.005289765950809,0.059401261751469,0.08905140724016,0,0.019646351469736,0.215176124657382
185,0.00528438316413,0.059350660393703,0.089036636308277,0,0.019585455506546,0.220460507821513
246,0.005284063129997,0.059347651493601,0.089035757894589,0,0.019581841634294,0.225744570951509
285,0.005283632393389,0.059127179236914,0.089360467750688,0.02004066839845,0,0.231028203344899
252,0.005277383601965,0.059069697239245,0.089341639598907,0.019969652848396,0,0.236305586946864
236,0.005273030542426,0.059243898275336,0.08900546209704,0,0.019457717934528,0.24157861748929
290,0.005264107948952,0.059159949552742,0.088980940463086,0,0.019357980300162,0.246842725438242
94,0.005261384421561,0.05892248545197,0.089293321237266,0.019789082038466,0,0.252104109859803
257,0.005261097874325,0.059131621314613,0.08897266398858,0,0.019324463131041,0.257365207734128
315,0.005250621774821,0.059032998529498,0.088943843369192,0,0.019208318982985,0.262615829508949
