Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006412~translation	15	5.190311418685121	2.3654994355641322E-6	SMC01308, SMC01319, SMC03859, SMC01309, SMC01290, SMC01292, SMC01294, SMC01296, SMC01295, SMC01300, SMC01299, SMC01321, SMC01304, SMC01306, SMC01305	111	61	2016	4.466105449712007	1.9868244762921705E-4	1.987019525873871E-4	1.987019525873871E-4
GOTERM_BP_DIRECT	GO:0042026~protein refolding	3	1.0380622837370241	0.03831059065487507	SMC00913, SM_B21566, SMA0744	111	6	2016	9.081081081081082	0.9624226626159028	1.0	1.0
GOTERM_BP_DIRECT	GO:0055085~transmembrane transport	18	6.228373702422145	0.05194671947876094	SMC02517, SM_B21196, SM_B20571, SM_B20477, SM_B20476, SM_B21205, SM_B21204, SM_B20327, SM_B20326, SMC04293, SMC03062, SMA1363, SMC03063, SMC02830, SMC01498, SMC01497, SMC02872, SMA1437	111	207	2016	1.5793184488836665	0.9886772841499224	1.0	1.0
