sample,average,sd,ratio,ava,avb,cumsum
1375,0.002386901895228,0.044218540190956,0.053979662940481,0.018212060411723,0,0.002386901895228
1372,0.002354619009847,0.043728193385611,0.05384670226558,0.016899118806519,0,0.004741520905075
316,0.00217232003584,0.040704521058765,0.053368028399202,0,0.011527507625349,0.006913840940915
90,0.002165704350803,0.040601934677857,0.053339929931564,0,0.01137941154908,0.009079545291718
197,0.002161777488618,0.040792736258317,0.052994177074291,0.011169666872409,0,0.011241322780336
1354,0.002158719228849,0.040745949596236,0.05297997102143,0.011100655707979,0,0.013400042009185
1381,0.0021392530402,0.040447878930484,0.052889127854564,0.010673653102344,0,0.015539295049385
441,0.002110630883847,0.03974693123221,0.053101731842308,0,0.010234840014317,0.017649925933233
139,0.00210194206998,0.039611844534793,0.053063473682305,0,0.010067607094499,0.019751868003212
425,0.002092212903217,0.039460509821348,0.053020422510742,0,0.009884339635832,0.021844080906429
284,0.002074686394963,0.03918768004747,0.052942312289217,0,0.009564440908423,0.023918767301392
1300,0.002067096029026,0.039069434321417,0.052908266140232,0,0.009429845233357,0.025985863330418
142,0.002065456963766,0.039313039932472,0.052538724232818,0.009228595430642,0,0.028051320294184
681,0.002054769020186,0.039147952854189,0.052487266137253,0.009039715953914,0,0.030106089314371
431,0.002054709705503,0.039147036109188,0.052486980106793,0.009038680912953,0,0.032160799019873
724,0.002052941942624,0.038848783393538,0.052844433294807,0,0.009184980044887,0.034213740962498
319,0.002045725511574,0.039008106455307,0.052443599484061,0.008883553371677,0,0.036259466474071
1352,0.002044779802298,0.038993473639818,0.052439026622405,0.00886741248563,0,0.03830424627637
299,0.002034932762752,0.038841012997567,0.052391341154751,0.008701438539582,0,0.040339179039121
1279,0.002034212742938,0.038829857849158,0.052387849341097,0.008689450389276,0,0.042373391782059
300,0.002031868608557,0.038519872832457,0.052748580385877,0,0.008834560177399,0.044405260390616
251,0.002027642514975,0.038728020572244,0.052355955326792,0.008580973280702,0,0.046432902905591
361,0.002024580381276,0.038406002220736,0.052715207629261,0,0.008717144266331,0.048457483286867
1114,0.002023328917291,0.038661115234998,0.052334985811766,0.008510641175885,0,0.050480812204158
424,0.002022417107421,0.038646968102508,0.052330550279035,0.008495863334552,0,0.052503229311579
335,0.002020944434557,0.038349171094249,0.05269851673169,0,0.008659271200451,0.054524173746135
179,0.002017607640755,0.038297001853122,0.052683174742831,0,0.008606566038987,0.05654178138689
229,0.002009291276315,0.038443131909979,0.052266586422242,0.008286510764372,0,0.058551072663204
328,0.002004367565819,0.038089863984713,0.052622072019559,0,0.008401196014004,0.060555440229023
279,0.002003691101562,0.038356058542877,0.052239233583452,0.008199076866667,0,0.062559131330585
402,0.002000295217828,0.038026108426837,0.052603206075539,0,0.008339212606536,0.064559426548413
230,0.001993419581923,0.037918416286526,0.052571277419932,0,0.008235796605084,0.066552846130336
238,0.001990871195895,0.037878485353349,0.052559419346442,0,0.008197855502975,0.068543717326231
237,0.001988121996199,0.038113641738297,0.05216300268156,0.007961737100917,0,0.07053183932243
172,0.001986594544505,0.037811454391662,0.052539490386367,0,0.008134650191002,0.072518433866935
178,0.00198518473304,0.03806784970834,0.052148591219341,0.00791788492463,0,0.074503618599975
259,0.001982869840561,0.038031747324914,0.052137226923093,0.007883527123311,0,0.076486488440535
1732,0.001980428610624,0.037993662001477,0.052125236323552,0.007847486298855,0,0.078466917051159
263,0.001979646523169,0.037981458001199,0.052121393631235,0.007835981524024,0,0.080446563574328
478,0.001979638553917,0.03770237480949,0.052506998933631,0,0.008033079720711,0.082426202128245
1262,0.001979628704508,0.037702220309551,0.05250695285993,0,0.008032936972432,0.084405830832754
1388,0.001978686778444,0.037966479936414,0.052116677178341,0.007821890750992,0,0.086384517611198
186,0.00197676658808,0.037936506795337,0.052107237989644,0.007793789241934,0,0.088361284199278
234,0.001976494334101,0.037653046996902,0.052492281282396,0,0.007987662752491,0.090337778533379
432,0.001975738328152,0.0376411843894,0.052488739666448,0,0.0079767880067,0.092313516861531
175,0.001974938972712,0.037907971151025,0.052098250387595,0.007767153926201,0,0.094288455834242
757,0.001973397582746,0.037883898767261,0.052090667723222,0.007744774024568,0,0.096261853416988
1102,0.001972931345399,0.037597132492015,0.052475580307036,0,0.007936564245597,0.098234784762387
1686,0.001969129899637,0.037817221390419,0.052069661049607,0.007683208479871,0,0.100203914662024
874,0.001966380550832,0.037774244534326,0.052056118529249,0.007643853800337,0,0.102170295212856
435,0.001966324455441,0.037493401455393,0.052444547016648,0,0.007842832005157,0.104136619668297
444,0.001961721149286,0.037701371393422,0.052033150964586,0.007577702279936,0,0.106098340817583
1668,0.001961073059623,0.037410906896345,0.052419821445571,0,0.007769262404005,0.108059413877206
365,0.001955794893299,0.037327950564566,0.052394917581013,0,0.007696136648013,0.110015208770505
296,0.001954511896289,0.037307779525589,0.052388856188781,0,0.007678484202901,0.111969720666794
134,0.001954458176779,0.037587679432825,0.05199730885945,0.007475932660029,0,0.113924178843572
368,0.001953362520956,0.037570517870259,0.05199189768163,0.007460720821536,0,0.115877541364529
1242,0.001952764948306,0.037561156749048,0.051988945956927,0.007452439663827,0,0.117830306312835
1401,0.001950359688397,0.035666996605332,0.054682476071039,0.022349038715971,0,0.119780666001232
233,0.001950052795128,0.037518659758901,0.051975545172963,0.00741499078089,0,0.121730718796359
666,0.001945195633174,0.037161235590048,0.052344751251902,0,0.007551722444556,0.123675914429534
1402,0.001944370830013,0.037148255054214,0.052340838813976,0,0.007540618663283,0.125620285259547
452,0.001942321759467,0.037397426697844,0.051937310424048,0.007309453918353,0,0.127562607019013
1396,0.00194221635513,0.037395772839634,0.051936788777153,0.007308027313347,0,0.129504823374144
218,0.001939908564821,0.037078010605534,0.052319650734759,0,0.007480877075515,0.131444731938965
96,0.00193955011141,0.0373539290561,0.051923590380476,0.007272049551134,0,0.133384282050375
201,0.00193799678494,0.037329543468858,0.051915898370332,0.007251185357321,0,0.135322278835315
339,0.001935724634807,0.037012119059704,0.052299751648492,0,0.007425365007389,0.137258003470122
222,0.001934194596905,0.036988015935047,0.052292466843898,0,0.007405185055854,0.139192198067027
369,0.001933805109472,0.036981879627276,0.052290611752632,0,0.007400058280375,0.1411260031765
518,0.001933524990345,0.037259308656674,0.051893743068664,0.00719151228348,0,0.143059528166845
338,0.001926688082036,0.037151833301237,0.051859838689887,0.007101389521951,0,0.144986216248881
214,0.001925915705475,0.036857530430376,0.052252977423778,0,0.007297098281672,0.146912131954356
217,0.001925006624225,0.037125383495813,0.05185149466381,0.007079428285035,0,0.148837138578581
502,0.001924841629242,0.037122787703971,0.051850675778754,0.007077277605462,0,0.150761980207823
146,0.00192436738805,0.037115326307676,0.051848321959964,0.00707110021967,0,0.152686347595872
143,0.001924239406643,0.036831096238541,0.052244966975199,0,0.007275437770024,0.154610587002515
1257,0.001923683833985,0.037104570747058,0.051844928946871,0.007062207472323,0,0.156534270836501
304,0.001923514395327,0.036819661820556,0.052241500878024,0,0.007266092666533,0.158457785231828
260,0.001922543104165,0.036804341866518,0.052236855943185,0,0.007253595027142,0.160380328335993
225,0.001920657546393,0.037056938970614,0.051829902839959,0.007022993802086,0,0.162300985882386
449,0.001920158695299,0.036766726466533,0.052225446207366,0,0.007223020775371,0.164221144577685
1698,0.001919837295882,0.037044024860395,0.051825828945879,0.007012409208873,0,0.166140981873567
487,0.001918537238376,0.03674114163194,0.052217681682156,0,0.007202315216863,0.168059519111942
437,0.001918005703739,0.037015182045632,0.051816730264204,0.006988841474789,0,0.169977524815681
37,0.001916698699622,0.036994595018246,0.0518102360271,0.006972080441898,0,0.171894223515303
1106,0.001914561476492,0.034423548759083,0.055617783334625,0,0.083593573610353,0.173808784991795
292,0.001914526047853,0.03667783034883,0.052198454206386,0,0.007151389357324,0.175723311039648
182,0.001914147804772,0.036954402778485,0.051797557553461,0.006939502931628,0,0.17763745884442
674,0.00191370143876,0.036664811615769,0.052194498060273,0,0.007140972096914,0.17955116028318
1105,0.001912982215181,0.034499269230763,0.055449934385129,0.055357449702849,0,0.181464142498361
268,0.00191187257664,0.036635933835197,0.052185719770111,0,0.007117930966897,0.183376015075
477,0.001911440686504,0.036911731193085,0.051784097486648,0.006905124664324,0,0.185287455761504
75,0.001908820769116,0.036587732946765,0.052171058859912,0,0.007079674281518,0.187196276530621
119,0.001905672273894,0.036820743445886,0.051755399145984,0.006832531367164,0,0.189101948804514
381,0.001905591258102,0.036819464945535,0.051754995921883,0.006831518171616,0,0.191007540062616
128,0.001904719989967,0.036522939034747,0.052151333937139,0,0.007028642784617,0.192912260052583
210,0.001904522136501,0.036519812132976,0.05215038153991,0,0.007026191426862,0.194816782189084
163,0.00190369949823,0.036789606549218,0.051745579167411,0.006807909259729,0,0.196720481687314
421,0.001902700252948,0.036491015631887,0.052141608557636,0,0.007003665187769,0.198623181940263
364,0.001902414599872,0.036769321268316,0.05173918185732,0.006791928116496,0,0.200525596540134
1641,0.001901860503524,0.036760572188421,0.051736422756855,0.0067850499382,0,0.202427457043658
1253,0.001901021585125,0.03646447762836,0.052133520312554,0,0.006982983670217,0.204328478628783
903,0.001900964319465,0.03646357222997,0.052133244309571,0,0.006982279393395,0.206229442948248
189,0.001900501100793,0.036739104127342,0.051729652802785,0.006768209567132,0,0.208129944049041
741,0.001899368362559,0.036721211982067,0.051724010729446,0.00675421429335,0,0.210029312411599
1481,0.00189922764652,0.036718989073626,0.05172330977609,0.006752478063738,0,0.211928540058119
401,0.001898313074158,0.036704540217025,0.051718753672806,0.006741206232249,0,0.213826853132277
687,0.001896743845525,0.036679743746901,0.051710935022147,0.006721916926066,0,0.215723596977802
398,0.001896507143384,0.036393084269795,0.052111745443857,0,0.006927714307882,0.217620104121187
307,0.001895748696714,0.03666401540555,0.051705975893392,0.00670971760333,0,0.219515852817901
312,0.001895590847034,0.03637858913474,0.052107321699938,0,0.006916558093373,0.221411443664935
295,0.001893610429611,0.036630211362661,0.051695318131341,0.006683592005685,0,0.223305054094546
1250,0.001892952055959,0.036619800682496,0.051692036020945,0.006675571739797,0,0.225198006150505
135,0.001890762597847,0.036302184907497,0.052083988957284,0,0.006858113976643,0.227088768748352
167,0.001886025621961,0.036510206144157,0.051657490360763,0.006591868153769,0,0.228974794370314
1736,0.001885548474271,0.036502651758726,0.051655109517362,0.006586146969577,0,0.230860342844585
393,0.001885490669164,0.036501736525252,0.051654821075705,0.006585454255277,0,0.232745833513749
79,0.001882593868148,0.036172823188161,0.052044427341348,0,0.006760525811564,0.234628427381897
498,0.001882250054857,0.03645041344257,0.051638647606084,0.006546754724014,0,0.236510677436754
1089,0.001879266833239,0.036403142150007,0.051623753397318,0.00651136175362,0,0.238389944269993
315,0.001878934994072,0.036397882453564,0.05162209632576,0.006507438521587,0,0.240268879264065
448,0.001877816605677,0.036380153676787,0.051616511088981,0.006494236296974,0,0.242146695869741
1270,0.001875670274212,0.036346120488961,0.051605790356133,0.006468986244167,0,0.244022366143954
190,0.001875588666945,0.036061789276491,0.052010416137829,0,0.006678108281255,0.245897954810899
885,0.001874761649875,0.036331709212263,0.051601251097816,0.0064583311551,0,0.247772716460773
205,0.001873018736829,0.03630405944536,0.051592542692035,0.006437949423114,0,0.249645735197602
291,0.001872857432743,0.036301500085517,0.051591736659132,0.006436066885133,0,0.251518592630346
209,0.001872693091328,0.036298892461161,0.051590915434464,0.006434149553518,0,0.253391285721674
391,0.001870828473054,0.036269301236943,0.051581596811918,0.006412441663287,0,0.255262114194728
1091,0.001870595802203,0.036265608124159,0.051580433886531,0.006409738850902,0,0.257132709996931
1416,0.001870175830583,0.036258941672835,0.051578334730725,0.006404863596287,0,0.259002885827515
202,0.001867652322856,0.035935885060954,0.051971791419291,0,0.006586124947237,0.26087053815037
685,0.001866663833098,0.036203174976244,0.051560777040209,0.006364261625474,0,0.262737201983468
116,0.001865707991066,0.03590502136932,0.051962313902428,0,0.00656381169536,0.264602909974534
100,0.001865557664818,0.036185603277538,0.051555245618243,0.006351534855867,0,0.266468467639352
673,0.001859890989302,0.036095534527421,0.051526899757887,0.006286796605925,0,0.268328358628653
397,0.001859824245497,0.036094473145256,0.051526565798935,0.00628603864271,0,0.27018818287415
1688,0.001859252445641,0.036085379690985,0.051523704657207,0.006279549418419,0,0.272047435319792
1683,0.001858687969839,0.036076401828609,0.05152088001097,0.006273150878351,0,0.273906123289631
271,0.001857361071668,0.036055294344018,0.05151423959949,0.006258139538862,0,0.275763484361299
