"id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SMc02813",29.2635819343923,-10.0228346616123,0.674205056349788,-14.8661517252287,5.46666120887046e-50,1.12769492699417e-49
"SM_b21552",19.1463320923932,-8.60715597776411,0.742521267635729,-11.5917972358829,4.53515255052386e-31,8.64926971837309e-31
"SMc02118",4961.42129520417,-24.1847199264592,0.222008264485822,-108.936124438753,0,0
"SMc02120",419.261221829408,-16.1614843682982,0.256911336009564,-62.9068558021766,0,0
"SMc02121",1179.25845500246,-19.6640043748825,0.223195513559263,-88.102148924518,0,0
"SMc02119",943.882261427486,-18.130126449231,0.267185092970541,-67.8560553197852,0,0
"SMc01156",203.366779734509,-15.4245539108345,0.308763580147644,-49.9558720735744,0,0
"SMc01346",124.047981297228,-14.7333138669199,0.431312138503443,-34.1592840814571,9.73529935989155e-256,3.61146729068397e-255
"SMc01578",640.867142116577,-18.4581440180808,0.307782438776338,-59.9714008748046,0,0
"SMc04386",104.011891717946,-12.4123016055329,0.447867346612825,-27.7142365912716,4.70389302232576e-169,1.41402850298649e-168
"SMc00294",1324.09150877279,-21.7985414849875,0.245965489947078,-88.6243899080221,0,0
"SM_b20924",256.156372999755,-16.7020474224457,0.241178588817866,-69.2517835198828,0,0
"SMc01415",74.954414932776,-10.4411782898746,0.571208959455595,-18.2790870434278,1.21441868596019e-74,2.69874610487754e-74
"SMc00690",538.117405569723,-18.3678243460612,0.248083350813478,-74.0389239577432,0,0
"SMc01344",883.940344510748,-20.4607957843925,0.259507172092356,-78.8448181197503,0,0
"SMc01345",2731.42300167649,-23.2198528880293,0.226774690038973,-102.391730241319,0,0
"SMc02764",895.12853252839,-19.0387410219455,0.179259995044918,-106.207416870534,0,0
"SMc00768",46.6484287349297,-10.7661858205081,0.576479242350187,-18.6757562624745,7.79776261131196e-78,1.75805314973963e-77
"SM_b21184",197.480058434963,-15.2850757539995,0.347417567838023,-43.9962660757729,0,0
"SMc03846",2089.43598362579,-21.7245642778291,0.228483081440109,-95.0817195781019,0,0
"SM_b20102",294.605280803386,-15.6469654216088,0.252079569394213,-62.071533441647,0,0
"SMc00573",1282.80692532736,-21.0399232688152,0.331824981824872,-63.4066885293147,0,0
"SMc02654",118.843748952563,-13.5792193271173,0.357379710789518,-37.9966151327345,0,0
"SMc04278",455.869731242357,-17.9869472766646,0.299497872994952,-60.0570117470176,0,0
"SM_b21497",452.321829074866,-17.7021587631092,0.224927524935719,-78.7016118554998,0,0
"SM_b21498",609.330772459739,-18.6945117803778,0.222522613218163,-84.0117393464617,0,0
"SMc04093",811.578118919772,-18.9095940977028,0.188396011903145,-100.371520111712,0,0
"SMc00774",543.694510862254,-18.022584050353,0.211354721035433,-85.2717363589504,0,0
"SMc00741",128.677822052718,-14.2324291525707,0.356303437568288,-39.9446866123568,0,0
"SMc02584",1064.90042448477,-18.6875442781377,0.300196761213569,-62.2509856621764,0,0
"SMc02585",456.298933745522,-15.8487094025611,0.355602985174797,-44.5685499371458,0,0
"SMc01728",127.077167348436,-13.8791349125835,0.362847783316043,-38.2505710404042,0,0
"SMc04120",91.4558217522136,-13.9364750147961,0.418486038850579,-33.3021265251149,3.59681876732441e-243,1.29777553060077e-242
"SMc01533",285.408654431188,-16.4813622315897,0.268518936116454,-61.3787707859899,0,0
"SM_b21278",197.000063382342,-16.427147712165,0.380254887268107,-43.2003591858706,0,0
"SMa1715",115.599370380665,-13.2413762230619,0.306509631942382,-43.200522408219,0,0
"SMa1718",78.5174538555771,-11.5522097763829,0.437234383204592,-26.4210917991264,7.84343595710826e-154,2.25413281194656e-153
"SMa1296",629.026059251866,-15.6052250739562,1.22408088015439,-12.7485244863788,3.17701554444468e-37,6.23963643928806e-37
"SMc04270",376.247834068587,-17.711836886226,0.257921741146689,-68.671360574263,0,0
"SMc01270",1154.8258730228,-20.62968149233,0.26363066055661,-78.2522087862391,0,0
"SMc01288",842.20335390827,-20.5328931955823,0.207869675678151,-98.7777227659406,0,0
"SMc04400",30.5737164577057,-9.81712395555848,0.670099583347403,-14.65024632088,1.34228207473785e-48,2.75456900080479e-48
"SM_b21643",10.4055493198371,-8.58807991345418,1.2850838693499,-6.68289449294756,2.34268245734397e-11,3.90068959055441e-11
"SMc03064",144.173587416786,-13.8092220185567,0.3443972428869,-40.0967844655238,0,0
"SMc03061",754.33620010265,-18.2243489551144,0.369780069927666,-49.2842920352071,0,0
"SMc03062",98.8545285144829,-11.8950215985634,0.453418872417345,-26.2340681479502,1.08641713176892e-151,3.10309609792719e-151
"SMc03063",52.9432965451807,-10.4218876489199,0.512652999579233,-20.3293215049435,7.07743341428364e-92,1.6779202899751e-91
"SMc03065",150.076046462169,-13.7041752280951,0.402837887372171,-34.0190822603392,1.16354854231373e-253,4.29822766051345e-253
"SMc03060",63.4225610854558,-11.8206158627541,0.523347785316582,-22.5865403358946,5.87741552186486e-113,1.49179972279939e-112
"SM_b21647",6.18124303098253,-7.61360218599588,1.3234880563413,-5.75267917947309,8.78400868695718e-09,1.41896905035017e-08
"SM_b21646",2.28031691426205,-5.77492730402433,1.51719842642671,-3.80630984282352,0.000141055652228124,0.000214169543765067
"SM_b21645",1.63767646057133,-4.79778672185813,1.62916292838109,-2.94493978366284,0.00323017522158442,0.00478237660567413
"SM_b21644",5.54512910414659,-7.86391660609966,1.39085848605107,-5.65400195991678,1.56754421548714e-08,2.52242262467706e-08
"SM_b21649",14.3309110329819,-9.45322436760075,1.27058506702403,-7.44005624884461,1.00642437347047e-13,1.71843919900215e-13
"SMc02755",7474.03747662152,-24.7416732260611,0.306893841559083,-80.6196471730041,0,0
"SMc01359",645.225178890716,-18.6595984169939,0.205338348194931,-90.8724482349493,0,0
"SMc00475",1970.35707576233,-23.152129264429,0.236306697243314,-97.9749179118285,0,0
"SMc01173",405.97505723913,-17.9614192180074,0.245038489030162,-73.3003998232967,0,0
"SMc01169",4941.76926062904,-23.5770221050072,0.388259595910013,-60.7248921942205,0,0
"SM_b20843",76.9344181737257,-13.0939466075818,0.779281472777179,-16.8025893916328,2.33618721881789e-63,5.02362825275439e-63
"SMc02566",50.2377000202181,-11.8332619536883,0.566563730925866,-20.8860209501068,7.17546539922433e-97,1.73390638076582e-96
"SM_b20873",109.259048266209,-14.1669006174298,0.308036414704347,-45.9909930812148,0,0
"SMc00557",182.787979991254,-15.7008918965592,0.379245688683144,-41.4003174329482,0,0
"SMc01335",714.741986864362,-19.9628402944062,0.264424957611423,-75.4952954317648,0,0
"SMc02386",795.839249167733,-18.0161522762213,0.22014726857184,-81.8368194758782,0,0
"SM_b21600",8314.90247129336,-22.6909033820177,0.359871357976743,-63.0528184004133,0,0
"SMc03807",24.3651057056791,-8.37596801421884,0.767532308540548,-10.9128539880564,1.00064632029354e-27,1.87094840359376e-27
"SMc00527",253.39985327823,-16.5305392361962,0.322664204486023,-51.2314009622729,0,0
"SMc02135",185.028358742653,-15.7530594895109,0.319930054884902,-49.239073506796,0,0
"SMc02698",165.717689091435,-15.1349229795577,0.325443429163046,-46.5055417418649,0,0
"SMc02648",31.0772852729026,-9.63885447751467,0.796269887472805,-12.1050094059269,9.93579898801245e-34,1.91851157705543e-33
"SMc01870",225.78819631896,-18.2639463206689,0.285593041509208,-63.9509500096837,0,0
"SMa0627",3.95664315608038,-5.04146615341793,1.39983497083802,-3.60147178663484,0.000316420766091148,0.000477225751147004
"SM_b20895",415.688168670193,-17.0532294385893,0.223206957389429,-76.4009761973348,0,0
"SM_b20894",296.729332072159,-16.0175042585817,0.338260201654614,-47.3526125161381,0,0
"SM_b20893",198.39824442995,-14.4541093624095,0.34661151676004,-41.7011803229149,0,0
"SM_b20892",282.909052654711,-15.7450075249537,0.306569783037141,-51.3586413147776,0,0
"SM_b20891",388.810625660827,-17.3478228781479,0.29445155122609,-58.9157122993983,0,0
"SM_b20890",354.916039445337,-17.4447544542629,0.227109044964147,-76.8122399397035,0,0
"SMa0693",140.152323973394,-12.8543860016146,1.23163013506736,-10.4368881822719,1.68235306248014e-25,3.10736346827543e-25
"SMa1670",89.0356166329083,-13.8876951329611,0.545754002988051,-25.4468039756461,7.65862232294208e-143,2.13206772094857e-142
"SMa0695",170.810516678868,-12.4509122641165,1.24062829168032,-10.0359731819858,1.05909808851822e-23,1.94078006999319e-23
"SMa0697",123.292136323524,-12.3248327004664,1.22362044119607,-10.0724311931395,7.31472065398407e-24,1.3413430478173e-23
"SMa1667",144.837068750568,-16.3086216009056,0.460190968866757,-35.4388128064886,4.31363256049026e-275,1.67401962320498e-274
"SMa1668",50.2014288383354,-13.5457971907063,0.737458646755712,-18.3682125774754,2.36058651697548e-75,5.26356886460645e-75
"SMc01726",395.111103254646,-15.9326441330624,0.217013931687702,-73.4176096859556,0,0
"SMc01801",632.967911097092,-19.2717239891818,0.21260720376929,-90.6447366199991,0,0
"SMc02138",751.552691572427,-18.8927745926654,0.197954404366171,-95.4400315221985,0,0
"SMa1836",50.2173837723879,-12.8794403190747,0.547452199290101,-23.5261459096811,2.20319428226469e-122,5.75654561560339e-122
"SMc02137",514.542550184974,-17.1436516602511,0.270713613213352,-63.32763046807,0,0
"SMc03826",854.627628147697,-18.3090373907859,0.27693468050995,-66.1131980908694,0,0
"SMc00725",250.528809229482,-15.6396162719703,0.282252867526503,-55.4099464392572,0,0
"SM_b21094",240.761415936955,-14.9459430341249,0.347524484510505,-43.0068777892774,0,0
