sample,average,sd,ratio,ava,avb,cumsum
573,0.005516960219538,0.069184769173578,0.079742409860417,0,0.10531665112548,0.005516960219538
580,0.005360090257223,0.067556548893281,0.07934227465779,0,0.085053698043373,0.010877050476761
579,0.005235553802678,0.066338086898507,0.078922291061665,0.069530064269937,0,0.016112604279439
576,0.005208990041858,0.066067432375414,0.078843536892111,0.06729326598695,0,0.021321594321297
781,0.004575519697557,0.059687137742324,0.076658386892495,0.033538184976727,0,0.025897114018854
564,0.004360103165055,0.057520537290323,0.075800807336837,0.027113195877859,0,0.030257217183909
37,0.004091163836487,0.054789105119459,0.074671119879899,0.021004141910136,0,0.034348381020396
509,0.00402805671877,0.054141559611547,0.074398608899905,0.019808456803417,0,0.038376437739167
572,0.003930016751176,0.053187943145601,0.073889241033781,0,0.019029446814052,0.042306454490343
782,0.00392828801299,0.053170389695294,0.073881121344072,0,0.018999173817709,0.046234742503332
583,0.003902374947911,0.052842263973211,0.073849503304586,0.017647381784843,0,0.050137117451244
1080,0.003884139979327,0.052652575771555,0.073769230135665,0.01735617775784,0,0.054021257430571
1090,0.003869834364252,0.051744926258068,0.074786740345358,0.020240795856387,0,0.057891091794823
554,0.003858768251662,0.052388116460727,0.073657319872431,0.016959788940235,0,0.061749860046485
526,0.003853714451104,0.052335363488936,0.073634999247099,0.016882029567105,0,0.065603574497589
13,0.0038441876922,0.052313552520386,0.073483590905096,0,0.017587673519021,0.06944776218979
555,0.003772493815575,0.051578230340108,0.073141202997838,0,0.016473509248388,0.073220256005365
101,0.003767232425846,0.051428594608361,0.073251708597804,0.015610251511036,0,0.076987488431211
552,0.003760734624714,0.051360145272545,0.073222819070259,0.015519018896819,0,0.080748223055925
930,0.003742350542861,0.0511662320739,0.073141022724826,0.015264028509705,0,0.084490573598786
307,0.003733649274894,0.05107432135951,0.073102278708961,0.015144933202655,0,0.08822422287368
525,0.003695068597313,0.050665764409796,0.072930284194015,0.014628895153041,0,0.091919291470993
1081,0.003683750302941,0.050661002419971,0.072713727067689,0,0.015197777863743,0.095603041773934
571,0.003656052140738,0.05025083408597,0.072756048874405,0.014126330977259,0,0.099259093914673
97,0.003655627128064,0.050246304224496,0.072754149473985,0.014120960194704,0,0.102914721042737
534,0.003655174509788,0.050363848675128,0.072575361215259,0,0.014809651320209,0.106569895552525
740,0.003637799974339,0.05018272098368,0.072491086633618,0,0.014578796358436,0.110207695526864
112,0.003636708767614,0.050171333611923,0.072485790306958,0,0.014564424825686,0.113844404294478
155,0.003633203981981,0.050007004744313,0.072653901199597,0.013840701067512,0,0.117477608276459
154,0.003617791571611,0.049973699650338,0.072393911135743,0,0.01431763816069,0.12109539984807
836,0.003616660966171,0.049961874449596,0.072388416287701,0,0.014303028865149,0.124712060814241
814,0.003615146378254,0.049946030720088,0.072381054633028,0,0.014283482459332,0.128327207192495
111,0.003610715282867,0.049766387969229,0.07255329209546,0.013565624356873,0,0.131937922475362
553,0.003601316129029,0.049801228609743,0.072313800875268,0,0.014106291395598,0.135539238604391
175,0.003598039293917,0.049630485081462,0.072496557065902,0.013413166517002,0,0.139137277898307
1086,0.00358739445401,0.049655235066491,0.072246047153071,0,0.013930260230275,0.142724672352318
744,0.003579887281857,0.049576410251143,0.072209489628678,0,0.013836294909943,0.146304559634175
244,0.003576348275409,0.049397459974535,0.072399436676547,0.013156525876579,0,0.149880907909583
116,0.003565524840157,0.049425410311946,0.072139509164486,0,0.013658371055381,0.15344643274974
584,0.003562927047059,0.049398070721837,0.072126846149959,0,0.013626446059901,0.157009359796799
215,0.003553841328103,0.049302384028768,0.072082545258457,0,0.013515402124371,0.160563201124903
800,0.003550802981146,0.049270362117252,0.072067726490331,0,0.013478479612413,0.164114004106048
861,0.003542508077681,0.049182879864323,0.072027260043612,0,0.013378214555873,0.16765651218373
855,0.003540703816758,0.049163839504357,0.07201845609402,0,0.013356508872251,0.171197216000488
7,0.003536819101097,0.049122829843586,0.071999498244688,0,0.013309899622247,0.174734035101585
628,0.003474041219687,0.043186757057762,0.080442280374051,0,0.107748415750365,0.178208076321272
664,0.003376223619504,0.042412771414891,0.079603937844029,0.059438834617787,0,0.181584299940776
627,0.003330017827835,0.041458646764236,0.080321430816888,0.092300549261842,0,0.184914317768611
632,0.003313916401338,0.041207402548257,0.080420414692653,0,0.10065108931622,0.188228234169949
616,0.003290058379079,0.041158543371556,0.079936220030379,0.069314203355299,0,0.191518292549027
635,0.003164271980538,0.039376384724601,0.080359636941505,0.090676420376467,0,0.194682564529565
882,0.003136446109503,0.039331648382135,0.079743571360904,0.05927137257596,0,0.197819010639068
640,0.003096831294728,0.038648971986536,0.080127132380296,0,0.074319588262778,0.200915841933796
639,0.003063874388865,0.038149181188706,0.080312979031179,0.08431653743399,0,0.203979716322661
648,0.003039530258847,0.037867818230093,0.080266844009279,0,0.080865512859785,0.207019246581508
656,0.003024021324135,0.037987747127464,0.079605176742613,0,0.053926589659414,0.210043267905643
655,0.003017176043028,0.037808042134078,0.079802493668623,0.058857952588501,0,0.213060443948671
881,0.003012846194816,0.03798031876076,0.079326511549154,0,0.047497315730188,0.216073290143487
624,0.003004418702744,0.03761494939759,0.079872995999199,0,0.061545778934747,0.219077708846231
631,0.002969963088019,0.037076091585424,0.080104535322334,0.069736051643768,0,0.222047671934249
617,0.002959579089091,0.03724292224411,0.079466886881001,0,0.04953468628011,0.22500725102334
636,0.002949576236144,0.036738847585279,0.080284941690049,0,0.079613624377937,0.227956827259484
647,0.002908089570288,0.03635009280362,0.080002259856641,0.063820062571221,0,0.230864916829772
868,0.002871038623706,0.036544206420594,0.078563441511428,0.033822507318415,0,0.233735955453478
510,0.002864576412653,0.037251485040681,0.076898314510802,0,0.022916531382158,0.23660053186613
651,0.002851678314411,0.035717741844077,0.079839266627201,0.056779144545711,0,0.239452210180541
304,0.002848352572426,0.036707445352652,0.077596044755009,0.025715615700624,0,0.242300562752968
63,0.002816343343497,0.035079347187799,0.080284941690049,0,0.07601746254969,0.245116906096465
658,0.002807808144947,0.035619716950899,0.078827357017407,0.036071521116642,0,0.247924714241413
644,0.002804650422959,0.035535788512619,0.078924671165331,0,0.038000608252597,0.250729364664372
811,0.002780339031915,0.035694229149096,0.077893236475329,0,0.027841407302434,0.253509703696287
218,0.00277206916162,0.035291969340725,0.078546740615606,0.032486166370823,0,0.256281772857907
643,0.002759677601535,0.035032139794872,0.078775593432031,0.034834011722095,0,0.259041450459442
74,0.002743853953426,0.034297205583226,0.080002259856641,0.060215796921474,0,0.261785304412867
66,0.002736868640946,0.034077538574221,0.080312979031179,0.075317476478424,0,0.264522173053813
767,0.002736726228478,0.035363923771527,0.077387516333272,0,0.02430565159717,0.267258899282291
561,0.002736150496332,0.034089201104288,0.08026443588283,0.072348230724063,0,0.269995049778623
78,0.00272917567107,0.034183376004861,0.079839266627201,0.054340021150084,0,0.272724225449693
58,0.002728797752261,0.03406545885674,0.080104535322334,0.064073382509288,0,0.275453023201954
75,0.002717120166296,0.033851090071282,0.080266844009279,0,0.072287918539274,0.278170143368249
652,0.002687235310884,0.033934213959928,0.079189555239367,0,0.040112351404597,0.280857378679134
513,0.002670111736899,0.034883952870283,0.076542694196022,0.019118892809203,0,0.283527490416032
62,0.00266075297051,0.033110564852938,0.080359636941505,0.07624741373556,0,0.286188243386542
808,0.002653692653045,0.034744244163145,0.07637790710266,0,0.019179507811364,0.288841936039587
734,0.002645493378199,0.033608637918682,0.078714685926881,0,0.033422040518938,0.291487429417787
1,0.002644598394641,0.034014731324096,0.07774861925097,0.024795368117554,0,0.294132027812428
130,0.002635352187888,0.033937098185109,0.077654022554113,0,0.024890077614732,0.296767380000315
668,0.002626765161183,0.032760470655766,0.080180934785212,0,0.065484826582434,0.299394145161498
659,0.002625770496022,0.03331588802389,0.078814363109257,0,0.034270094808304,0.30201991565752
115,0.002618880652573,0.033266029481534,0.078725375206774,0.032506441615295,0,0.304638796310094
79,0.00261711107108,0.033048690110318,0.079189555239367,0,0.039065607140101,0.307255907381173
908,0.002607496949615,0.033699299264904,0.077375405616543,0,0.023095214237512,0.309863404330789
678,0.002606651798519,0.034020697309732,0.07661958762301,0,0.019727810134892,0.312470056129308
223,0.002598012472381,0.033224639077505,0.078195355751512,0,0.028157437622085,0.315068068601689
67,0.002590916583882,0.032335071865359,0.080127132380296,0,0.062178347934273,0.317658985185571
187,0.002589308628195,0.033580480981427,0.077107550354239,0.020876743460278,0,0.320248293813766
51,0.002567892744169,0.032149698556375,0.079872995999199,0,0.052603506633886,0.322816186557934
685,0.002550944059237,0.03240307273909,0.078725375206774,0.031663189402693,0,0.325367130617172
86,0.002549253779982,0.032345040667876,0.078814363109257,0,0.03327144122563,0.327916384397153
82,0.002548168396686,0.031930936986341,0.079802493668623,0.049708725159151,0,0.330464552793839
381,0.00253546248561,0.032648722832057,0.077658856631294,0,0.02397419833196,0.333000015279448
296,0.002533324424762,0.032724252847387,0.077414278534528,0.021900063304252,0,0.33553333970421
2,0.002529877065638,0.032898802235488,0.076898759034715,0,0.020240780591915,0.338063216769848
763,0.002527102021747,0.03230471472852,0.078227034133682,0,0.027627581441838,0.340590318791595
804,0.002524528413572,0.03290739721594,0.076716137621155,0,0.019471163826067,0.343114847205167
59,0.002524352125234,0.031389444270849,0.080420414692653,0,0.076670247662221,0.3456391993304
94,0.002516832429188,0.031389412407453,0.080180934785212,0,0.062744221523106,0.348156031759588
194,0.002514430074855,0.032526939098674,0.077303003126943,0,0.021915846257236,0.350670461834443
395,0.002499560623398,0.03267437024023,0.076499121636327,0,0.01848374104895,0.353170022457841
46,0.002498880439048,0.032008292689988,0.078069782204578,0.025484895580403,0,0.355668902896889
167,0.002496755052386,0.03171904992044,0.078714685926881,0,0.031542943639315,0.358165657949275
258,0.002490170690469,0.03271621156752,0.076114273968731,0,0.017148189237245,0.360655828639744
620,0.002485457336165,0.032481715055892,0.0765186607877,0,0.018448137040449,0.363141285975909
188,0.002484489568086,0.032121355398718,0.077346971734125,0,0.0218666332453,0.365625775543995
297,0.002481926929567,0.032196865320385,0.077085980416708,0,0.020643574163692,0.368107702473562
54,0.002475079207452,0.030814680245107,0.080321430816888,0.068603587766037,0,0.370582781681014
619,0.002466371314486,0.031591881581311,0.078069782204578,0.025153350448461,0,0.373049152995499
195,0.002462677861074,0.031481161063396,0.078227034133682,0,0.026923263321523,0.375511830856574
338,0.002462395523044,0.032036075278702,0.076863208168352,0,0.019559022533444,0.377974226379617
799,0.002460045230518,0.032086176453217,0.076669940218795,0.018074559622653,0,0.380434271610135
290,0.002459159781389,0.032189942311252,0.076395283893672,0.017101275173229,0,0.382893431391524
596,0.002456787925771,0.031811586935381,0.077229341961522,0.020354134975231,0,0.385350219317296
791,0.002452011778617,0.031931700155872,0.076789264794788,0,0.019188756677089,0.387802231095912
139,0.002450408981746,0.031551240226123,0.077664426633767,0.022497078043703,0,0.390252640077659
