camp_lodi,camp_lut,camp_verb,lodi_lut,lodi_verb,lut.verb
SMa1166,SMc01016,SMa1822,SM_b20097,SM_b20954,SM_b21489
SMa1183,SMc01983,SMc00084,SMa0675,SMc03789,SMa1285
SMa1084,SMa1822,SMa1821,SMa1086,SMa1292,SMa0633
SMa1124,SMc00084,SM_b20197,SMa1096,SMa1096,SMc03939
SMc03788,SM_b20957,SMa1124,SMc02615,SMc04291,SMa1086
SM_b20611,SMa1207,SMa1207,SMc03789,SM_b20079,SM_b20954
SMa0773,SMa1124,SMc03788,SMa1184,SMa1201,SMc04291
SM_b20992,SM_b20957,SMa1216,SM_b20961,SMc02156,SMa1292
SMa1495,SMc03788,SMa0773,SMa1136,SMc00371,SM_b20079
SMc04444,SMa0773,SMa0604,SMc02156,SM_b21190,SMa1184
SMc03168,SM_b20992,SM_b20992,SMc00371,SM_b21132,SM_b20961
SMc03789,SM_b20910,SMc04444,SM_b20100,SM_b20100,SMa1201
SMa1247,SMc04444,SMa1247,SMa1232,SMa1232,SM_b21132
SMa0670,SMa1168,SMa1186,SM_b20196,SMa1253,SM_b21190
SMc00943,SMa1247,SMc02350,SMa1200,SMa1101,SMa1136
SMa1279,SM_b20495,SMc00801,SMa1178,SMa1253,SMa1253
SMa1186,SMa0670,SMa0670,SMc03168,SMa1226,SM_b20196
SMa1269,SMa1186,SMa1243,SMa1198,SMc03168,SMa1253
SMc02350,SMc02350,SMc03203,SM_b20019,SM_b20991,SMa1200
SM_b20194,SMc03203,SM_b20954,SMc01875,SM_b20019,SMa1101
SMc03203,SM_b20194,SM_b20194,SMa1283,SMc01875,SMa1226
SMc03788,SMa0314,SM_b21490,SMa1128,SM_b20201,SMa1178
SM_b20955,SMc03788,SMc01591,SMa1134,SMa1198,SM_b20991
SM_b21490,SM_b21490,SM_b20955,SMa1151,SMa1134,SM_b20201
SM_b20099,SM_b20955,SMc03788,SMa0312,SM_b20956,SMa1283
SM_b20100,SM_b20099,SMa1073,SM_b20956,SMa1131,SMa1128
SMa1126,SM_b20495,SM_b20099,SMa1233,SMa0312,SMa1151
SMa1073,SMa1073,SMc01774,SMa1291,SMc00092,SMa1131
SMa1288,SMc00168,SMa1093,SM_b20195,SM_b20201,SM_b20201
SM_b20195,SMa1288,SMa1087,SMc00092,SM_b20195,SMa1233
SM_b21133,SM_b21133,SM_b21133,SMa1233,SMa1122,SMc01016
SMa1213,SMa0773,SMa1179,SMc01016,SMa1183,SMa1233
SMa1155,SM_b20961,SMa0669,SMc01983,SMa1821,SMa1122
SMa1289,SMc01815,SMa1288,SMa1166,SM_b20197,SMa1291
SM_b20096,SMa1156,SMa0815,SM_b20957,SMa1166,SMc01983
SMa0773,SMa1120,SMa1210,SMa1183,SMa1084,SMa1821
SMa1132,SMa1132,SMa1169,SMa1084,SM_b20611,SM_b20957
SMa1495,SMa1186,SMa0773,SM_b20957,SMa1216,SM_b20197
SMa1211,SM_b20196,SM_b20604,SM_b20611,SMa0604,SM_b20957
SM_b21188,SMa1750,SMa1186,SM_b20910,SMa1495,SMa1216
SMa1186,SMa1184,SMa1132,SMa1495,SMc03789,SM_b20910
SMc00084,SMc00084,SMc00084,SMa1168,SMc00943,SMa0604
SMa0690,SMa1211,SM_b20991,SMc03789,SMc00801,SMa1168
SMa1163,SMa1200,SMa1211,SM_b20495,SMa1243,SM_b20495
SMa0760,SMc01983,SMa1194,SMc00943,SMa1269,SMc00801
SMa1149,SMa1163,SM_b20958,SMa1279,SMa1279,SMa1243
SM_b20099,SMa1209,SMa1163,SMa1269,SM_b20954,SM_b20954
SM_b21191,SMa0760,SM_b20098,SMa0314,SMc01591,SMc01591
SMc01160,SMa1252,SMa1236,SM_b20495,SMa1093,SMa0314
SMa1186,SM_b20099,SMa0760,SM_b20100,SM_b20100,SMc01774
SMa1239,SM_b21191,SM_b20099,SMc00168,SMc01774,SM_b20495
SMa1294,SMa1186,SMa1186,SMa1126,SMa1087,SMa1093
SMa1182,SMa1272,SMa1158,SM_b20195,SMa1179,SMc00168
SMa1154,SMa0684,SM_b21191,SMa1213,SMa1126,SMa1087
SM_b20202,SMc01160,SMa1236,SMa1155,SMa0669,SMa1179
SMa1091,SMa1239,SMc01160,SMa1289,SM_b20195,SMa0669
SMa1231,SMa1294,SMa1239,SM_b20096,SMa0815,SMa0815
SMa1183,SMa1182,SMa1294,SM_b20961,SMa1213,SMa1210
SMc01160,SM_b20202,SMa1182,SMa1156,SMa1210,SMa1169
SMc02156,SMa1154,SMa1153,SMa1120,SMa1155,SMc01815
SMc03251,SMc03251,SM_b20202,SMc01815,SMa1169,SM_b20961
SMa1256,SMc01160,SMc03251,SMa1495,SM_b20096,SM_b20604
SM_b20019,SMa1231,SMa1154,SM_b20196,SMa1289,SM_b20196
SM_b20202,SM_b20194,SMc01160,SM_b21188,SM_b20604,SMa1156
SM_b20194,SM_b20202,SMa1273,SMa1184,SMa1495,SMa1120
SM_b20199,SMa1259,SM_b20958,SMa1750,SM_b21188,SMa1750
SM_b21287,SMc02350,SMa1231,SMa1200,SMa1194,SMa1184
SMa1239,SMa1239,SM_b20194,SMa0690,SM_b20991,SM_b20991
SMa1118,SMa1095,SM_b20202,SMc01983,SMa0690,SMa1194
SMa1095,SMa0631,SM_b20197,SMa1209,SM_b20958,SMa1200
SMa1250,SMc00168,SMc02350,SMa1149,SMa1149,SM_b20958
SMc02350,SMa1170,SM_b20724,SMa1252,SM_b20098,SMc01983
SMa1170,SMc00137,SMa1185,SMa0684,SMa1236,SM_b20098
SMc00137,SMa0636,SMa1239,SMa1272,SMa1158,SMa1236
SMa0636,SMa1082,SMa1095,SMa1091,SMa1236,SMa1209
SMa1082,SMa1124,SMa1170,SMa1183,SMa1153,SMa1158
SMa0762,SM_b20725,SMc00137,SMc02156,SM_b20019,SMa1252
SM_b20960,SMc01985,SMa1146,SM_b20019,SMa1091,SMa1272
SMa1124,SMa1100,SMa0633,SMa1259,SMa1183,SMa1236
SMc01985,SMa1195,SMc00801,SMa1256,SMc02156,SMa0684
SM_b20725,SM_b21440,SMa0636,SM_b20199,SM_b20958,SMa1153
SMa1195,SMa1147,SMa1082,SM_b21287,SMa1273,SMa1273
SM_b21440,SMa1220,SMa1124,SMa1118,SMa1256,SM_b20958
SM_b20726,SM_b20200,SM_b20725,SMa1250,SM_b21287,SM_b20197
SMa1250,SMa1255,SMc01985,SMc00168,SM_b20197,SMa1259
SMa1147,SMa1168,SM_b21440,SMa0631,SM_b20199,SMa1185
SMa1255,SMa0314,SMa1195,SMa0762,SM_b20724,SM_b20724
SM_b20726,SMa1182,SMa1220,SM_b20960,SMa1185,SMa0631
SMa1134,SMc00137,SMa1147,SMa1100,SMa1118,SMc00168
SMa1220,SMa1294,SMa1255,SM_b20726,SMa1250,SMa0633
SMa1118,SMa0667,SMa1201,SMa1250,SMa1146,SMa1146
SMa1198,SMa1266,SMa0772,SM_b20726,SMc00801,SMc00801
SMa0682,SMa0689,SMa1182,SM_b20200,SMa0633,SMa1100
SMa1176,SMa1276,SMa1261,SMa1134,SM_b20960,SM_b20200
SMc03252,SM_b20198,SMc00137,SMa1168,SMa0762,SMa1168
SMa0661,SMa0677,SMa1294,SMa1118,SM_b20726,SMa1201
SMa1182,SM_b20200,SMa0687,SMa0314,SMa1250,SMa0772
SMa0630,SMa1151,SMa1266,SMa1198,SM_b20726,SMa0314
SMc00137,SM_b20959,SMa0689,SMa0682,SMa1134,SMa1261
SMa0312,SMc03167,SMa1276,SMc03252,SMa1201,SMa0687
SMa1294,SMa1086,SM_b20198,SMa1176,SMa0772,SMa0667
SM_b20726,SM_b20605,SMa1243,SMa0661,SMa1118,SMa0745
SMa1266,SMa1128,SMa1185,SMa0630,SMc03252,SMa0677
SMa0689,SMa0670,SM_b20724,SMa0312,SMa1198,SMa1243
SMa1240,SMa1178,SM_b20724,SMa0667,SMa1261,SMa1185
SMa1276,SM_b20725,SM_b20959,SM_b20726,SMa0682,SM_b20724
SM_b20198,SMa1136,SMc03167,SMa1240,SMa1176,SMa1151
SM_b20199,SMa0763,SM_b20605,SM_b20199,SMa0630,SM_b20200
SMa1296,SMa1132,SMa0745,SMa0677,SMa0661,SM_b20724
SM_b20959,SM_b20959,SMa0670,SM_b20200,SMa0312,SMa1086
SMc03167,SMc03253,SMa1226,SMa1151,SMa0687,SMa1128
SM_b20605,SMa0693,SM_b20725,SMa1296,SM_b20726,SMa1178
SMc00092,SMa1209,SMa1292,SMa1086,SMa1240,SMa1226
SMa1084,SMa1247,SMa1122,SMc00092,SMa0745,SMa1136
SMa0670,SMa0677,SMa1132,SMa1084,SMa1243,SMa1292
SMa1155,SMa1154,SMa1093,SMa1128,SM_b20199,SMa1122
SMa1149,SMa1120,SM_b20959,SMa1178,SMa1185,SMa0763
SM_b20725,SMa1156,SMa1131,SMa1155,SM_b20724,SMa1093
SM_b20960,SMa1283,SMa0687,SMa1136,SMa1296,SMc03253
SMa1132,SM_b20198,SMa0695,SMa0763,SM_b20724,SMa0693
SMa1126,SMc02350,SMa1101,SMa1149,SMc00092,SMa1131
SM_b20959,SMa1291,SMa1210,SM_b20960,SMa1084,SMa0687
SMa1166,SMa1163,SMa1247,SMa1126,SMa1226,SMa0695
SMa0690,SMa0680,SMc01159,SMa0693,SMa1155,SMa1209
SMa1256,SMa1231,SMa1154,SMa1166,SMa1292,SMa1101
SMa1247,SMa0766,SMa0669,SMc03253,SMa1149,SMa1210
SMa1154,SMa1225,SMa1087,SMa0690,SMa1122,SMa0677
SMa1096,SMa0689,SMa1169,SMa1256,SM_b20960,SMc01159
SM_b20198,SMa0636,SMa1153,SMa1209,SMa1126,SMa1120
SMa1163,SMc00912,SM_b20198,SMa0677,SMa1093,SMa0669
SMc02350,SM_b20725,SMa1285,SMa1120,SMa1166,SMa1087
SMa0680,SMa1288,SMc01159,SMa1096,SMa1131,SMa1156
SMa0769,SMa0684,SMc02350,SMa1156,SMa0690,SMa1283
SMa1231,SMa1252,SMa1163,SMa1283,SMa0695,SMa1169
SM_b20019,SMa1089,SMa0680,SMa1291,SMa0687,SMa1153
SMa0661,SMa1207,SMa0765,SMc00912,SMa1256,SMc01159
SMa0766,SMa1211,SMa1231,SMa0769,SMa1101,SMa1285
SMa1091,SMa1147,SMa1158,SM_b20019,SMa1210,SMa1291
SMa0689,SMc04236,SMa0772,SMa0661,SMc01159,SMc00912
SMa0699,SMa1095,SMa0766,SMa1091,SMa0669,SMa0765
SMa0636,SMa1082,SMa0689,SMa1225,SMa1087,SMa0772
SMa1288,SMa1100,SMa0636,SMa0699,SMa1096,SMa1158
SMa1176,SMa1170,SM_b20725,SMa1176,SMa1169,SMa1225
SM_b20725,SMc02350,SMa1288,SMa0684,SMa1153,SMa0684
SMa1089,SMa1255,SMa0815,SMa1252,SMa1285,SMa0815
SMa1207,SMa1266,SMa1146,SMa0699,SMc01159,SMa1146
SMa1223,SMa0667,SMa1089,SMa1223,SMa0765,SMa1252
SMa0699,SMa1195,SMa1207,SMc04236,SM_b20019,SMa1179
SMa1211,SMc02178,SMa1211,SMa1100,SMa0769,SMc04236
SMa1147,SMa1259,SMa1147,SMa0682,SMa0661,SMa1100
SMa1095,SMa0693,SMa1179,SMa1279,SMa0772,SMa1194
SMa1082,SMa0814,SMa1095,SMa0667,SMa1158,SMa0667
SMa1170,SMa0760,SMa1082,SMa1259,SMa1091,SMa1259
SMa0682,SMa0680,SMa1194,SMa1296,SMa0699,SMa0678
SMc02350,SMc04236,SMc02350,SMa0693,SMa1176,SMa0693
SMa1266,SMa0771,SMa1170,SMa0814,SMa0815,SMa0814
SMa1255,SMc01242,SMa1255,SMc02255,SMa1146,SMa1261
SMa1279,SMa0697,SMa1266,SMc04236,SMa0699,SMa0695
SMa1195,SMc02254,SMc02178,SMa1289,SMa1223,SMc04236
SMc02178,SMc02254,SMa1195,SMc02255,SMa1179,SMa0678
SMa1296,SMa0763,SMa0678,SMa0762,SMa1194,SMa0771
SMa0760,SMa0766,SMa0760,SMa0771,SMa0682,SMa0763
SMa0680,SMa0814,SMa1261,SMa0769,SMa1279,SMa0814
SMc02255,SMa0697,SMa0680,SMa0763,SMa1296,SMa0765
SMa1289,SMa0771,SMa0695,SMa2347,SMa0678,SMa0771
SMc02255,,SMa0678,SMa0814,SMa1261,
SMa0762,,SMa0697,SMa0771,SMc02255,
SMc01242,,SMc01242,,SMa0695,
SMa0697,,SMc02254,,SMa1289,
SMc02254,,SMc02254,,SMa0678,
SMa0769,,SMa0766,,SMc02255,
SMc02254,,SMa0765,,SMa0762,
SMa0766,,SMa0697,,SMa0769,
SMa2347,,,,SMa2347,
SMa0697,,,,SMa0765,
